역명,호선명,인구300,가구300,주택300,사업체수300,교육시설300,공공기관300,금융시설300,의료시설300,대중교통300,방범/방재300,백화점/중대형마트300,편의점300,극장/영화관300,도서관/박물관300,인구500,가구500,주택500,사업체수500,교육시설500,공공기관500,금융시설500,의료시설500,대중교통500,방범/방재500,백화점/중대형마트500,편의점500,극장/영화관500,도서관/박물관500,전철역코드,호선,외부코드,사이버스테이션,주소,현장민원소,관광안내소,문화공간,항공권판매,장애인시설,만남의장소,주차장,자전거보관소,무인민원발급기,역무실,수유방,엘레베이터,에스컬레이터,휠체어리프트시설,스피드게이트,화장실,X좌표,Y좌표,X좌표(WGS),Y좌표(WGS)
길동,5호선,16640,6935,5237,1673,5,3,46,78,13,0,0,18,0,0,41431,17179,12599,3397,6,8,68,147,23,2,0,46,0,1,2550,5,549,2550,서울특별시 강동구 양재대로 지하 1480,N,N,N,N,N,Y,N,Y,,,N,,,,,게이트 외부,530777,1121007,37.537801,127.140004
굽은다리,5호선,17706,6887,4672,1324,3,1,9,71,8,0,1,17,0,0,45252,17418,11263,2638,8,7,13,138,22,1,1,33,0,0,2551,5,550,2551,서울특별시 강동구 양재대로 지하 1572,N,N,N,N,Y,N,N,Y,,,N,,,,,게이트 외부,531440,1123127,37.545477,127.142853
명일,5호선,11754,4352,3098,1142,6,3,11,89,19,0,0,10,0,0,39051,13832,10636,2160,13,8,17,144,28,3,0,21,0,0,2552,5,551,2552,서울특별시 강동구 양재대로 지하 1632,N,N,N,N,N,Y,N,Y,,,N,,,,,게이트 외부,531702,1124652,37.55137,127.143999
고덕,5호선,10696,3392,3280,1143,13,4,11,73,25,3,1,10,1,1,22026,7048,6812,1438,16,5,14,84,28,3,1,10,1,1,2553,5,552,2553,서울특별시 강동구 고덕로 지하 253,N,N,N,N,Y,Y,N,Y,,,Y,,,,,게이트 외부,533850,1125845,37.555004,127.154151
상일동,5호선,6725,2562,2228,445,6,1,5,38,21,0,0,4,1,2,14337,5359,4280,625,10,2,6,48,23,0,0,5,1,2,2554,5,553,2554,서울특별시 강동구 고덕로 지하 359,N,N,N,N,Y,Y,N,Y,,,N,,,,,게이트 외부,536415,1126182,37.556712,127.166417
둔촌동,5호선,13947,5203,3728,1726,5,3,21,84,16,0,0,15,0,0,37594,14107,10284,2823,8,3,26,103,20,0,0,26,0,1,2555,5,P549,2555,서울특별시 강동구 양재대로 지하 1369,N,N,N,N,N,Y,N,Y,,,N,,,,,게이트 외부,529927,1118215,37.527788,127.136248
올림픽공원,5호선,7881,2121,2123,443,11,4,9,18,13,1,0,7,0,3,16070,4629,4633,459,13,4,11,18,14,1,0,7,0,3,2556,5,P550,2556,서울특별시 송파구 양재대로 지하 1233,N,N,N,N,Y,Y,N,Y,,,Y,,,,,게이트 외부,528797,1115072,37.516078,127.130848
방이,5호선,15336,5251,4619,1248,3,4,15,48,7,2,0,12,0,0,29629,9926,8760,2117,16,7,24,82,25,2,0,23,0,2,2557,5,P551,2557,서울특별시 송파구 양재대로 지하 1127,N,N,N,N,N,Y,N,Y,,,N,,,,,게이트 외부,527705,1112922,37.508857,127.126133
오금,5호선,7408,2807,2152,794,4,5,6,22,11,2,0,7,0,1,21904,7976,6257,1769,10,7,8,52,21,4,0,16,0,1,2558,5,P552,2558,서울특별시 송파구 오금로 지하 321,N,N,N,N,N,Y,N,Y,,,N,,,,,게이트 내부,528137,1111147,37.502162,127.128111
개롱,5호선,16029,5446,4964,858,7,0,7,51,14,0,0,5,0,1,29683,10382,8703,1691,14,5,10,92,33,1,0,10,0,1,2559,5,P553,2559,서울특별시 송파구 오금로 지하 402,N,N,N,N,Y,N,N,Y,,,N,,,,,게이트 외부,529600,1110007,37.498079,127.13482
거여,5호선,15188,5595,4178,877,3,3,5,70,11,1,0,9,0,1,34545,12953,9728,1633,8,5,6,110,29,2,0,15,0,1,2560,5,P554,2560,서울특별시 송파구 오금로 지하 499,N,N,N,N,Y,N,N,Y,,,Y,,,,,게이트 외부,531620,1108740,37.493105,127.14415
마천,5호선,18976,7621,4211,1100,1,4,2,43,11,2,0,8,0,0,35247,13915,8350,1864,2,8,9,98,17,4,0,14,0,0,2561,5,P555,2561,서울특별시 송파구 마천로57길 지하 7,,,,,,,,,,,N,,,,,게이트 외부,533682,1109147,37.49499,127.152781
봉화산,6호선,9119,3253,2980,540,7,7,4,32,26,2,1,6,0,0,18391,6276,5947,718,8,7,5,46,35,2,1,7,0,1,2648,6,647,2648,서울특별시 중랑구 신내로 지하 232,N,N,N,N,N,N,Y,Y,,,N,,,,,게이트 외부,520005,1143042,37.617283,127.091401
화랑대,6호선,10304,3526,2914,399,6,2,3,31,13,1,0,8,0,1,31961,11371,9768,968,8,3,6,69,39,2,0,11,0,2,2647,6,646,2647,서울특별시 노원구 화랑로 지하 510,,,,,,,,Y,,,N,,,,,게이트 외부,518457,1143835,37.620064,127.084689
태릉입구,6호선,10865,4756,3471,1108,3,2,13,38,22,1,0,14,0,0,29127,11829,8718,2061,5,7,19,99,37,3,1,23,0,0,2646,6,645,2646,서울특별시 노원구 동일로 지하 992-1,,,,,,,,,,,Y,,,,,게이트 외부,516430,1143262,37.617983,127.07512
석계,6호선,14551,5810,4270,1048,1,3,5,55,19,0,0,8,1,1,34952,13270,10409,1524,5,5,9,79,31,1,0,11,1,1,2645,6,644,1018,서울특별시 노원구 화랑로 지하 347-1,,,,Y,,,Y,Y,,,N,,,,,게이트 내부,514452,1142315,37.614805,127.065851
돌곶이,6호선,13904,5533,3418,1175,4,4,8,42,9,1,0,11,0,0,29781,12208,7130,2409,7,7,13,73,22,2,0,19,0,0,2644,6,643,2644,서울특별시 성북구 화랑로 지하 243,,,,,,,,Y,,,N,,,,,게이트 외부,512415,1141217,37.610537,127.056431
상월곡,6호선,12105,5036,3140,671,1,3,3,23,10,1,0,9,0,1,22155,8757,5603,1285,13,6,5,42,16,3,0,14,0,1,2643,6,642,2643,서울특별시 성북구 화랑로 지하 157,N,N,N,N,N,N,N,Y,,,Y,,,,,게이트 외부,510502,1140015,37.606377,127.048491
월곡,6호선,11864,4923,3427,931,3,3,6,52,12,1,1,7,0,0,26071,10198,7553,1551,13,4,9,80,20,0,0,14,0,0,2642,6,641,2642,서울특별시 성북구 월곡로 지하 107,,,,,,,,Y,,,N,,,,,게이트 외부,508970,1138772,37.601948,127.041518
고려대,6호선,12114,4959,3200,638,17,3,2,14,19,1,0,17,0,0,20846,9239,5399,1511,22,5,7,35,28,1,0,20,0,1,2641,6,640,2641,서울특별시 성북구 종암로 지하 1,,,,,,,,Y,,,N,,,,,게이트 내부,507807,1135480,37.590508,127.036296
안암,6호선,7908,3787,1374,940,20,1,8,29,14,0,0,24,0,0,17400,8442,3972,1492,25,2,11,45,21,0,0,36,0,0,2640,6,639,2640,서울특별시 성북구 인촌로 지하 89,,,,,,,,,,,Y,,,,,"게이트 내부,외부",506240,1134387,37.586272,127.029005
보문,6호선,12877,6289,3267,772,7,2,5,31,9,1,0,6,0,0,31520,15065,8061,2312,19,11,25,88,27,4,0,27,0,0,2639,6,638,2639,서울특별시 성북구 보문로 지하 116,,,,,,,,,,,N,,,,,게이트 외부,504065,1134217,37.585286,127.019381
창신,6호선,13906,5358,4011,567,9,4,3,29,17,0,0,7,0,1,32749,12991,9072,1298,20,5,10,48,22,1,0,12,0,2,2638,6,637,2638,서울특별시 종로구 지봉로 지하 112,,,,,,,,Y,,,N,,,,,게이트 내부,503160,1132590,37.579661,127.015241
동묘앞,6호선,10625,5274,3634,3437,6,4,36,67,16,1,0,19,0,1,25957,12241,8879,16704,12,14,99,114,34,6,0,44,3,3,2637,6,636,159,서울특별시 종로구 지봉로 지하 24,,,,,,,,,,,Y,,,,,게이트 외부,503422,1130557,37.572627,127.016429
신당,6호선,11836,5779,3764,14447,8,11,47,86,15,8,0,30,2,2,23071,10663,7466,15356,9,14,53,106,26,8,0,34,2,4,2636,6,635,206,서울특별시 중구 다산로 지하 260,,,,,,,,,,,N,,,,,게이트 외부,503765,1128712,37.565972,127.01782
청구,6호선,11508,4996,2937,1767,4,2,7,48,5,0,0,13,0,2,28973,12418,8415,3967,9,8,25,102,19,2,0,27,0,5,2635,6,634,2538,서울특별시 중구 청구로 지하 77,,,,,,,,,,,Y,,,,,게이트 외부,502872,1127150,37.560245,127.013828
약수,6호선,10538,4512,3211,1594,3,5,14,74,13,2,0,15,0,0,10538,4512,3211,1594,3,5,14,74,13,2,0,15,0,9,2634,6,633,323,서울특별시 중구 다산로 지하 115,N,N,N,N,N,N,N,N,Y,,Y,,,,,게이트 내부,502197,1125470,37.55434,127.010655
버티고개,6호선,12092,4834,4480,437,5,0,4,17,11,0,0,3,0,1,22451,9114,8316,1101,10,4,9,56,25,2,1,9,1,1,2633,6,632,2633,서울특별시 중구 다산로 지하 38,,,,,,,,,,,N,,,,,게이트 외부,501220,1123845,37.548013,127.007055
한강진,6호선,3226,1671,1267,712,3,1,17,23,16,0,0,9,1,3,5180,2623,2006,836,3,2,17,25,21,0,0,10,1,4,2632,6,631,2632,서울특별시 용산구 이태원로 지하 287,,,,,,,,Y,,,N,,,,,게이트 외부,500155,1121477,37.539631,127.001725
이태원,6호선,5819,3059,1834,1766,1,3,29,25,18,2,0,17,0,2,14946,7480,4735,2396,3,7,33,35,31,2,0,22,0,3,2631,6,630,2631,서울특별시 용산구 이태원로 지하 177,,,,,,,,,,,Y,,,,,게이트 외부,498620,1120045,37.534488,126.994302
녹사평,6호선,4042,1969,1409,1172,1,5,21,16,13,0,0,9,0,0,7292,3461,2450,1557,2,6,27,24,28,0,0,13,0,2,2630,6,629,2630,서울특별시 용산구 녹사평대로 지하 195,N,N,N,N,N,N,N,Y,,,N,,,,,게이트 내부,496899,1120133,37.534675,126.986695
삼각지,6호선,5967,3178,2833,3804,1,13,44,43,27,1,1,18,1,2,11084,5320,5031,4179,3,13,45,52,31,1,1,24,1,2,2629,6,628,428,서울특별시 용산구 한강대로 지하 185,N,N,N,N,N,N,N,Y,,,Y,,,,,게이트 내부,493970,1120167,37.534777,126.97311
효창공원,6호선,12980,5318,3642,1237,3,2,7,57,19,1,0,10,0,1,29483,12185,9035,2923,11,8,14,94,51,3,0,25,0,0,2628,6,627,2628,서울특별시 용산구 백범로 지하 287,N,N,N,N,N,N,N,Y,,,N,,,,,게이트 외부,491425,1121402,37.539261,126.961351
공덕,6호선,8759,3984,3741,3076,5,13,101,136,28,3,1,22,0,0,33206,13699,12255,4396,14,16,127,180,45,3,1,33,0,3,2627,6,626,2530,서울특별시 마포구 백범로 지하 200,N,N,N,Y,Y,N,N,N,Y,,Y,,,,,게이트 내부,489187,1122797,37.544018,126.951592
대흥,6호선,13366,5533,3700,1351,21,6,13,35,20,2,0,14,1,0,29140,11725,8511,1880,31,8,16,45,32,2,0,21,1,0,2626,6,625,2626,서울특별시 마포구 대흥로 지하 85,N,N,N,N,N,N,N,N,,,Y,,,,,게이트 외부,487020,1123710,37.547771,126.942069
광흥창,6호선,12766,5360,4282,839,1,5,10,46,20,2,0,11,0,1,30433,12468,9928,1464,12,7,3,64,43,3,0,22,1,1,2625,6,624,2625,서울특별시 마포구 독막로 지하 165,N,N,N,N,N,N,N,N,,,N,,,,,게이트 외부,484776,1123677,37.547456,126.931993
상수,6호선,10728,53070,3728,2550,7,1,9,31,19,0,0,33,6,3,18227,8789,6449,3934,8,5,25,55,36,3,0,43,10,3,2624,6,623,2624,서울특별시 마포구 독막로 지하 85,N,N,N,N,N,N,N,N,,,N,,,,,게이트 외부,482785,1123665,37.547716,126.922852
합정,6호선,8835,4185,3191,2574,2,4,47,56,13,3,1,29,5,0,19525,9115,6513,4544,3,5,73,79,27,4,0,51,9,1,2623,6,622,238,서울특별시 마포구 양화로 지하 45,Y,N,N,N,N,N,N,Y,N,,Y,,,,,게이트 외부,480875,1124362,37.549463,126.913739
망원,6호선,16747,7738,5450,1714,1,4,18,88,18,1,0,21,0,0,34718,15755,11235,3066,6,4,23,122,32,1,0,37,0,0,2622,6,621,2622,서울특별시 마포구 월드컵로 지하 77,N,N,N,N,N,N,N,Y,,,N,,,,,게이트 외부,479897,1125917,37.556094,126.910052
마포구청,6호선,13916,6252,5486,1136,2,6,2,34,15,1,1,14,2,2,29145,11913,10053,1927,7,7,7,63,26,1,1,22,2,2,2621,6,620,2621,서울특별시 마포구 월드컵로 지하 190,N,N,N,N,N,N,N,Y,,,N,,,,,게이트 외부,478397,1128185,37.563515,126.903343
월드컵경기장,6호선,6597,2503,2512,352,1,2,3,17,12,0,1,4,1,1,16040,6477,6070,1012,4,4,7,49,24,1,1,12,1,1,2620,6,619,2620,서울특별시 마포구 월드컵로 지하 240,,,,,,,,Y,,,Y,,,,,게이트 내부,477497,1129932,37.569532,126.899298
디지털미디어시티,6호선,7745,2964,2434,1183,0,6,19,32,25,1,0,23,2,1,21867,8344,6798,2117,4,10,27,79,40,2,2,34,3,2,2619,6,618,2619,서울특별시 은평구 수색로 지하 175,,,,,,,,Y,,,N,,,,,"게이트 내부,외부",477750,1131825,37.576646,126.900984
증신,6호선,14287,5583,4343,800,2,5,6,46,12,2,0,12,0,1,30231,11812,8957,1530,4,5,10,69,17,2,0,18,0,1,2618,6,617,2618,서울특별시 은평구 증산로 지하 306,,,,,,,,Y,,,N,,,,,게이트 외부,479815,1133702,37.583876,126.909645
새절,6호선,11526,4939,3144,937,4,2,4,48,17,0,0,9,0,0,31517,12938,8847,1980,11,5,9,105,27,1,0,17,0,0,2617,6,616,2617,서울특별시 은평구 증산로 지하 400,,,,,,,,Y,,,N,,,,,게이트 외부,480680,1135812,37.591148,126.913629
응암,6호선,18256,7534,6086,948,5,3,7,45,12,1,1,13,1,1,45366,18162,14453,2304,13,3,16,125,25,1,1,28,0,0,2611,6,610,2611,서울특별시 은평구 증산로 지하 477,Y,,,,,,,Y,,,Y,,,,,게이트 외부,481137,1137787,37.598605,126.915577
역촌,6호선,15871,6436,4720,779,1,1,2,49,15,1,0,10,0,0,39590,16267,11809,2162,4,5,16,107,31,2,0,23,1,0,2612,6,611,2612,서울특별시 은평구 서오릉로 지하 63,,,,,,,,Y,,,N,,,,,게이트 외부,482885,1139980,37.606021,126.922744
불광,6호선,12153,5824,4440,1824,1,6,34,110,21,2,1,11,2,0,30854,13502,10240,2409,3,8,38,138,29,2,1,16,3,0,2613,6,612,312,서울특별시 은평구 통일로 지하 723-1,,,,Y,,,,Y,,,Y,,,,,게이트 내부,484337,1140982,37.610469,126.929887
독바위,6호선,11554,4461,3953,237,5,1,0,15,6,1,0,4,0,2,23910,9331,7810,556,9,2,16,27,13,2,0,6,0,3,2614,6,613,2614,서울특별시 은평구 불광로 지하 129-1,,,,,,,,Y,,,N,,,,,게이트 외부,485010,1143355,37.618456,126.933031
연신내,6호선,13019,6249,3863,21258,3,3,55,123,18,1,0,22,2,0,35275,15280,10112,3065,11,5,59,165,37,1,0,33,2,1,2615,6,614,311,서울특별시 은평구 통일로 지하 849,N,N,N,N,N,N,N,N,Y,,N,,,,,게이트 외부,482372,1143485,37.619001,126.921008
구산,6호선,17147,6876,5088,1062,7,0,10,64,15,0,0,10,0,1,42081,16534,12510,1982,11,2,16,104,30,0,0,21,0,0,2616,6,615,2616,서울특별시 은평구 연서로 지하 137-1,,,,,,,,Y,,,N,,,,,게이트 외부,481445,1141345,37.611377,126.91727
장암,7호선,332,140,119,175,0,0,0,0,10,0,0,2,0,0,3315,1189,1155,257,0,0,0,4,14,0,0,4,0,0,2711,7,709,2711,경기도 의정부시 동일로 121,,,,,,,,,,,N,,,,,게이트 외부,511532,1165895,37.700109,127.053196
도봉산,7호선,5014,1767,1600,213,2,0,0,10,6,0,0,2,0,0,16113,5719,5227,713,7,1,1,34,27,1,0,7,0,0,2712,7,710,1903,서울특별시 도봉구 도봉로 964-40,,,,,,,Y,Y,,,N,,,,,게이트 외부,510065,1163090,37.689313,127.046222
수락산,7호선,13650,5237,4674,848,0,5,4,59,11,2,0,11,0,1,26951,10048,9125,1478,9,5,8,87,28,2,0,15,0,0,2713,7,711,2713,서울특별시 노원구 동일로 지하 1662,,,,,,,Y,Y,,,Y,,,,,게이트 외부,512022,1159800,37.67785,127.055315
마들,7호선,17720,6566,6545,508,11,0,7,84,12,0,0,6,0,0,40159,14742,14719,813,16,3,9,122,24,0,0,8,0,0,2714,7,712,2714,서울특별시 노원구 동일로 지하 1530-1,,,,,,,,Y,,,N,,,,,게이트 외부,512587,1156285,37.66494,127.057675
노원,7호선,12095,4864,4271,2461,2,5,90,193,24,0,0,23,0,0,29133,11729,10191,3236,10,11,131,251,35,0,0,32,0,0,2715,7,713,411,서울특별시 노원구 동일로 지하 1409,,,,Y,,,,Y,,,Y,,,,,게이트 외부,513622,1153612,37.655128,127.061368
중계,7호선,14251,5089,5098,463,10,0,6,59,17,0,0,5,0,0,36744,14077,14107,1179,14,4,9,107,19,1,2,8,3,3,2716,7,714,2716,서울특별시 노원구 동일로 지하 1308-1,,,,,,,,Y,,,N,,,,,게이트 외부,514005,1150745,37.644583,127.064303
하계,7호선,20638,7317,7182,1143,7,4,8,57,26,3,3,7,3,3,39618,13852,13439,1459,14,9,9,83,35,4,3,12,3,3,2717,7,715,2717,서울특별시 노원구 동일로 지하 1196,Y,,,,,,,Y,,,Y,,,,,게이트 외부,514942,1148310,37.636352,127.06799
공릉,7호선,15111,6293,4578,1161,2,2,10,65,15,1,0,13,0,0,37174,15373,11643,2136,12,3,18,110,41,2,0,29,0,0,2718,7,716,2718,서울특별시 노원구 동일로 지하 1074,,,,,,,,Y,,,N,,,,,게이트 외부,515927,1145312,37.625742,127.072896
태릉입구,7호선,10856,4756,3471,1108,3,2,13,38,22,1,0,14,0,0,29127,11829,8718,2061,5,7,19,99,37,3,1,23,0,0,2719,7,717,2646,서울특별시 노원구 동일로 지하 992-1,,,,,,,,Y,,,Y,,,,,게이트 외부,516430,1143262,37.617983,127.07512
먹골,7호선,18627,7739,4735,1317,1,4,8,63,16,1,1,13,0,0,34070,13682,8132,1956,5,6,12,82,27,3,1,17,0,0,2720,7,718,2720,서울특별시 중랑구 동일로 지하 901,,,,,,,,Y,,,N,,,,,게이트 외부,516982,1141245,37.610637,127.077725
중화,7호선,11530,4786,2606,1219,6,3,6,47,18,2,0,7,0,0,33362,13889,7283,2430,9,7,16,80,29,4,0,16,0,0,2721,7,719,2721,서울특별시 중랑구 동일로 지하 797,N,N,Y,N,N,Y,N,Y,,,N,,,,,게이트 외부,517345,1138885,37.602545,127.079264
상봉,7호선,11216,5260,2870,1043,2,1,21,35,10,0,1,12,0,0,38583,16637,9965,2696,9,5,33,93,23,1,2,22,0,0,2722,7,720,2722,서울특별시 중랑구 망우로 297,N,N,N,Y,N,N,N,Y,,,Y,,,,,게이트 외부,518665,1137145,37.596362,127.085032
면목,7호선,17487,7749,4174,1323,3,2,11,48,10,1,0,11,0,1,38552,16828,8358,2657,5,2,16,83,17,1,0,8,0,0,2723,7,721,2723,서울특별시 중랑구 면목로 지하 407,N,N,N,N,N,Y,N,Y,,,N,,,,,게이트 외부,519095,1135127,37.588579,127.087503
사가정,7호선,16321,7385,3131,1599,3,3,12,74,11,0,0,13,0,0,41626,17730,9240,2864,9,10,15,102,22,4,0,15,0,0,2724,7,722,2724,서울특별시 중랑구 사가정로 지하 393,Y,N,N,N,N,Y,N,Y,,,N,,,,,게이트 외부,519355,1132955,37.580894,127.088478
용마산,7호선,12802,5281,3592,552,4,2,3,18,6,0,0,6,1,1,33534,13836,8106,1763,7,7,12,71,13,3,0,18,1,1,2725,7,723,2725,서울특별시 중랑구 용마산로 지하 227,N,N,N,N,Y,Y,N,Y,,,N,,,,,게이트 외부,519027,1131010,37.573647,127.086727
중곡,7호선,13070,5693,2721,1339,2,3,7,71,17,3,0,17,0,1,35467,14756,7251,2522,13,6,10,102,25,3,0,24,0,0,2726,7,724,2726,서울특별시 광진구 능동로 지하 417,N,N,N,N,N,Y,N,Y,,,N,,,,,게이트 외부,518432,1128785,37.565923,127.08432
군자,7호선,12591,6259,2682,1634,1,5,27,59,17,1,0,18,2,0,36479,17586,7533,2795,3,8,33,80,32,0,0,34,2,0,2727,7,725,2545,서울특별시 광진구 천호대로 지하 550,N,N,N,Y,Y,Y,N,Y,,,Y,,,,,게이트 외부,517395,1126285,37.557121,127.079542
어린이대공원,7호선,8846,5226,2358,897,12,7,6,16,9,4,0,23,2,1,22347,11953,5166,1701,33,8,11,46,18,4,0,37,3,2,2728,7,726,2728,서울특별시 광진구 능동로 지하 210,N,N,Y,N,Y,Y,N,Y,,,Y,,,,,게이트 외부,516326,1123811,37.548014,127.074658
건대입구,7호선,12199,6210,1946,2059,15,3,23,78,9,0,2,27,3,2,33265,16623,69898,3106,18,3,29,107,20,0,2,38,3,2,2729,7,727,212,서울특별시 광진구 능동로 지하 110,N,N,N,N,Y,Y,N,Y,Y,,N,,,,,게이트 내부,515365,1121815,37.540693,127.07023
뚝섬유원지,7호선,10716,4082,3028,426,3,3,1,12,5,2,0,8,0,2,23744,9007,6254,1053,7,6,5,52,8,4,0,11,0,2,2730,7,728,2730,서울특별시 광진구 능동로 10,,,,,,,,Y,,,Y,,,,,게이트 내부,514630,1119362,37.53154,127.066704
청담,7호선,9380,3584,3201,1506,3,2,31,83,13,1,0,16,0,0,18590,7112,6422,2361,5,3,51,110,22,0,0,27,0,0,2731,7,729,2731,서울특별시 강남구 학동로 지하 508,N,N,N,N,N,N,N,Y,Y,,N,,,,,게이트 외부,511695,1115877,37.519365,127.05335
강남구청,7호선,10818,4655,3520,3016,3,4,58,153,13,0,0,30,1,0,23954,9726,7757,3902,6,6,73,171,17,0,0,40,1,2,2732,7,730,2732,서울특별시 강남구 학동로 지하 346,N,N,N,N,N,N,N,N,Y,,N,,,,,게이트 외부,508965,1115207,37.517186,127.04128
학동,7호선,5799,3118,1833,2713,2,4,49,75,11,1,0,23,0,2,17486,9133,5343,5216,5,6,73,123,17,1,0,46,0,2,2733,7,731,2733,서울특별시 강남구 학동로 지하 180,N,N,N,Y,N,N,N,Y,Y,,N,,,,,게이트 외부,506875,1114372,37.514229,127.031656
논현,7호선,8656,4937,2371,3119,0,2,53,162,17,0,0,26,0,0,22010,12152,6003,5001,2,2,68,238,22,0,0,45,3,2,2734,7,732,2734,서울특별시 강남구 학동로 지하 102,N,N,N,N,N,N,N,Y,Y,,Y,,,,,게이트 외부,504607,1113585,37.511093,127.021415
반포,7호선,14399,4870,2873,2608,5,3,28,68,19,1,2,16,1,0,30756,11015,10115,3465,7,6,38,104,26,2,2,22,0,0,2735,7,733,2735,서울특별시 서초구 신반포로 지하 241,,,,,,,,Y,,,N,,,,,게이트 외부,502410,1112792,37.508178,127.011727
고속터미널,7호선,7106,2378,2341,3146,3,5,36,106,22,1,2,19,1,0,22334,7271,7260,3504,5,7,57,130,29,0,2,27,1,1,2736,7,734,329,서울특별시 서초구 신반포로 지하 188,,,,,,,,Y,,,Y,,,,,게이트 외부,500913,1111778,37.50481,127.004943
내방,7호선,12369,5091,1773,1552,1,1,25,65,14,0,0,9,0,1,30528,12328,8902,2999,5,3,43,123,30,0,0,19,0,2,2737,7,735,2737,서울특별시 서초구 서초대로 지하 103,,,,,,,,Y,,,N,,,,,게이트 외부,498380,1107067,37.487618,126.993513
총신대입구(이수),7호선,13118,5879,3905,2163,1,4,69,158,25,0,1,21,2,2,34872,15067,9208,4203,7,9,123,233,49,3,0,34,2,3,2738,7,736,432,서울특별시 동작구 사당로 지하 310,N,,,,,,,Y,,,Y,,,,,게이트 내부,495900,1106635,37.486263,126.981989
남성,7호선,15158,6304,4232,1081,4,3,7,70,16,1,0,8,0,1,34673,14098,9552,1637,15,6,10,94,27,1,0,15,0,1,2739,7,737,2739,서울특별시 동작구 사당로 지하 218,,,,,,,,Y,,,N,,,,,게이트 내부,493425,1106212,37.484596,126.971251
숭실대입구,7호선,14410,5953,3781,870,10,4,6,35,11,2,0,12,0,0,32362,12533,9719,1012,15,4,7,44,23,2,0,15,0,0,2740,7,738,2740,서울특별시 동작구 상도로 지하 378,,,,,,,,Y,,,N,,,,,게이트 외부,489665,1109427,37.496029,126.953822
상도,7호선,13436,6297,3967,891,1,2,4,55,24,0,0,13,0,1,38391,16679,11764,1688,6,4,8,110,40,0,0,21,0,2,2741,7,739,2741,서울특별시 동작구 상도로 지하 272,Y,,,,,,,Y,,,N,,,,,게이트 외부,488362,1111262,37.502834,126.94791
장승배기,7호선,14117,6336,4041,1131,3,3,9,75,23,1,0,12,0,0,37939,16271,10209,1810,11,7,14,115,38,0,0,21,0,2,2742,7,740,2742,서울특별시 동작구 상도로 지하 188,Y,N,N,N,Y,Y,N,Y,,,N,,,,,게이트 외부,486295,1111810,37.504898,126.93915
신대방삼거리,7호선,15965,7145,4351,1395,2,6,13,97,21,3,0,19,0,0,34875,15257,9373,2181,6,6,18,139,39,3,0,26,0,0,2743,7,741,2743,서울특별시 동작구 상도로 지하 76,Y,N,N,N,N,N,N,Y,,,N,,,,,게이트 외부,483905,1110495,37.499701,126.928276
보라매,7호선,11043,5057,2601,1232,7,8,8,56,29,2,0,11,0,0,25959,11176,6422,2025,11,10,28,94,44,2,0,19,0,0,2744,7,742,2744,서울특별시 동작구 상도로 지하 2,N,N,N,N,Y,Y,N,Y,,,N,,,,,게이트 외부,482252,1110542,37.499872,126.920428
신풍,7호선,14736,5788,4138,685,3,4,4,28,18,1,0,4,0,1,29735,11964,7861,1510,8,5,9,77,84,1,0,12,0,0,2745,7,743,2745,서울특별시 영등포구 신풍로 지하 27,N,N,N,N,Y,N,N,Y,,,N,,,,,게이트 외부,479802,1110590,37.50008,126.90993
대림,7호선,11115,5140,3532,1414,3,3,27,51,10,1,0,14,0,0,31864,14728,10890,4628,9,10,79,138,29,3,0,39,0,2,2746,7,744,233,서울특별시 영등포구 도림로 지하 137,N,N,N,N,Y,Y,N,Y,,,Y,,,,,게이트 외부,476705,1108675,37.49297,126.895801
남구로,7호선,19373,8701,7771,1552,3,3,20,87,13,1,0,11,0,0,39663,17357,14058,6784,9,5,69,163,27,2,0,39,0,4,2747,7,745,2747,서울특별시 구로구 도림로 지하 7,N,N,N,N,Y,N,N,Y,,,N,,,,,게이트 외부,474900,1106587,37.486056,126.887249
가산디지털단지,7호선,1912,1188,692,6748,0,4,66,51,33,1,0,32,0,1,7497,4345,2439,11980,0,7,10,75,55,1,0,62,1,2,2748,7,746,1702,서울특별시 금천구 벚꽃로 309,N,N,N,N,Y,Y,N,Y,,,Y,,,,,게이트 외부,473861,1105307,37.481072,126.882343
철산,7호선,11374,4060,3868,1573,5,10,43,95,13,2,1,15,2,0,28069,9909,8928,2118,8,15,47,132,24,3,1,21,2,1,2749,7,747,2749,경기도 광명시 철산로 지하 13,N,N,N,Y,Y,Y,N,Y,Y,,N,,,,,게이트 외부,470762,1103950,37.47605,126.867911
광명사거리,7호선,17532,7160,5604,2163,5,4,26,116,12,0,0,16,0,0,42434,17085,13203,3041,8,6,31,153,22,0,0,26,0,0,2750,7,748,2750,경기도 광명시 오리로 지하 980,Y,N,N,N,Y,Y,N,Y,Y,,Y,,,,,게이트 외부,467782,1104757,37.479252,126.854876
천왕,7호선,8907,3403,3129,261,8,1,1,20,14,0,0,5,0,0,17600,6221,5848,504,8,1,4,43,30,0,0,8,0,0,2751,7,749,2751,서울특별시 구로구 오리로 지하 1154,N,N,N,N,Y,Y,N,Y,,,N,,,,,게이트 외부,464220,1106935,37.486637,126.838713
온수,7호선,6305,2566,2412,281,1,1,3,7,13,1,0,6,0,0,16408,5932,5639,806,18,1,5,19,33,1,0,11,0,1,2752,7,750,1821,서울특별시 구로구 경인로3길 지하 64,Y,N,N,N,Y,Y,Y,Y,,,Y,,,,,게이트 외부,460825,1108360,37.492258,126.823388
