,numeric,lon,lat,address
숙박,15,127.0736232,37.590528,"118 dongil-ro 109-gil, jungnang-gu, seoul, south korea"
숙박,15,127.0840679,37.5734204,"227-1 myeonmok-ro, jungnang-gu, seoul, south korea"
숙박,8,127.0869285,37.5896513,"421-3 myeonmok-ro, jungnang-gu, seoul, south korea"
숙박,24,127.0734576,37.5924729,"9 jungnangcheon-ro 12-gil, jungnang-gu, seoul, south korea"
숙박,11,127.0868196,37.5945819,"9 myeonmok-ro 92(gusibi)ga-gil, jungnang-gu, seoul, south korea"
숙박,9,127.0738517,37.5907262,"10 jungnangcheon-ro 8-gil, jungnang-gu, seoul, south korea"
숙박,8,127.0877824,37.5811972,"9 sagajeong-ro 51-gil, jungnang-gu, seoul, south korea"
숙박,13,127.104941,37.6013082,"77-4 yongmasan-ro 118-gil, jungnang-gu, seoul, south korea"
숙박,10,127.0794849,37.5945087,"242 mangu-ro, jungnang-gu, seoul, south korea"
숙박,12,127.0864175,37.5914387,"92 gyeomjae-ro 29-gil, jungnang-gu, seoul, south korea"
숙박,10,127.0897686,37.5963293,"22 mangu-ro 52-gil, jungnang-gu, seoul, south korea"
숙박,7,127.0475398,37.5773121,"22-1 dapsimni-ro 19-gil, dongdaemun-gu, seoul, south korea"
숙박,15,127.042019,37.5804508,"1-4 hongneung-ro 1ga-gil, dongdaemun-gu, seoul, south korea"
숙박,12,127.0336087,37.5866282,"7-4 jegi-ro, dongdaemun-gu, seoul, south korea"
숙박,9,127.0544135,37.5911461,"161-12 hoegi-ro, dongdaemun-gu, seoul, south korea"
숙박,13,127.0390353,37.5779343,"3 wangsan-ro 28-gil, dongdaemun-gu, seoul, south korea"
숙박,10,127.0264496,37.5789638,"2 anam-ro 6ga-gil, dongdaemun-gu, seoul, south korea"
숙박,18,127.0414511,37.5762663,"46 cheonho-daero 45ga-gil, dongdaemun-gu, seoul, south korea"
숙박,16,127.0461962,37.5753415,"10 seoulsiripdae-ro 3-gil, dongdaemun-gu, seoul, south korea"
숙박,16,127.0377348,37.5765856,"5 gosanja-ro 31-gil, dongdaemun-gu, seoul, south korea"
숙박,5,127.0366173,37.5887234,"553 gosanja-ro, dongdaemun-gu, seoul, south korea"
숙박,10,127.0579199,37.5903704,"5 hoegi-ro 29-gil, dongdaemun-gu, seoul, south korea"
숙박,10,127.0624404,37.6028001,"4 sinimun-ro, dongdaemun-gu, seoul, south korea"
숙박,10,127.0284436,37.5783269,"50-8 hanbit-ro, dongdaemun-gu, seoul, south korea"
숙박,12,127.040282,37.57783,"34 gosanja-ro 34-gil, dongdaemun-gu, seoul, south korea"
숙박,10,127.0626528,37.5966153,"26 hwigyeong-ro 3-gil, dongdaemun-gu, seoul, south korea"
숙박,11,127.05598,37.5781899,"18-3 jeonnong-ro 19-gil, dongdaemun-gu, seoul, south korea"
숙박,10,127.0434264,37.5820399,"52 gyeongdongsijang-ro 12-gil, dongdaemun-gu, seoul, south korea"
숙박,8,127.0432866,37.5833192,"117-8 yangnyeongsi-ro, dongdaemun-gu, seoul, south korea"
숙박,9,127.0426019,37.5832064,"113-3 yangnyeongsi-ro, dongdaemun-gu, seoul, south korea"
숙박,9,127.0370745,37.5891795,"6 gosanja-ro 62-gil, dongdaemun-gu, seoul, south korea"
숙박,12,127.0550151,37.59013,"174-2 hoegi-ro, dongdaemun-gu, seoul, south korea"
숙박,10,127.0608192,37.5955492,"10 hwigyeong-ro 2-gil, dongdaemun-gu, seoul, south korea"
숙박,17,127.0570733,37.5909673,"42 hoegi-ro 31na-gil, dongdaemun-gu, seoul, south korea"
숙박,13,127.0353899,37.5775739,"60-14 jeongneungcheondong-ro, dongdaemun-gu, seoul, south korea"
숙박,8,127.0388653,37.5849042,"508-4 gosanja-ro, dongdaemun-gu, seoul, south korea"
숙박,14,127.0442553,37.5782208,"28-3 wangsan-ro 36-gil, dongdaemun-gu, seoul, south korea"
숙박,12,127.0575188,37.5765614,"129-1 jeonnong-ro, dongdaemun-gu, seoul, south korea"
숙박,9,127.0476896,37.5753355,"10 dapsimni-ro 26-gil, dongdaemun-gu, seoul, south korea"
숙박,8,127.0365298,37.5796943,"26-1 yangnyeongseo 1-gil, dongdaemun-gu, seoul, south korea"
숙박,8,127.0492327,37.5828978,"246-1 choui-ro, dongdaemun-gu, seoul, south korea"
숙박,10,127.0420867,37.580737,"7-4 hongneung-ro 1ga-gil, dongdaemun-gu, seoul, south korea"
숙박,10,127.0422141,37.5812228,"28 gyeongdongsijang-ro 10-gil, dongdaemun-gu, seoul, south korea"
숙박,12,127.0430801,37.5833508,"117-5 yangnyeongsi-ro, dongdaemun-gu, seoul, south korea"
숙박,9,127.0473789,37.5774171,"23 dapsimni-ro 19-gil, dongdaemun-gu, seoul, south korea"
숙박,12,127.0657865,37.5920566,"12 oedaeyeokdong-ro 1-gil, dongdaemun-gu, seoul, south korea"
숙박,11,127.0611803,37.5990769,"9 imun-ro 33-gil, dongdaemun-gu, seoul, south korea"
숙박,10,127.0308357,37.576413,"3 muhak-ro 34-gil, dongdaemun-gu, seoul, south korea"
숙박,9,127.0251877,37.579275,"7-1 anam-ro 6-gil, dongdaemun-gu, seoul, south korea"
숙박,10,127.0552541,37.5763262,"5 sagajeong-ro 5-gil, dongdaemun-gu, seoul, south korea"
숙박,15,127.032428,37.5856491,"116-1 anam-ro, dongdaemun-gu, seoul, south korea"
숙박,14,127.0567302,37.591771,"49-3 imun-ro, dongdaemun-gu, seoul, south korea"
숙박,17,127.0436434,37.5833068,"123-3 yangnyeongsi-ro, dongdaemun-gu, seoul, south korea"
숙박,23,127.0442001,37.5839501,"40 hongneung-ro, dongdaemun-gu, seoul, south korea"
숙박,12,127.0657277,37.5987589,"125-5 oedaeyeokdong-ro, dongdaemun-gu, seoul, south korea"
숙박,11,127.0462785,37.5759008,"15 seoulsiripdae-ro 5-gil, dongdaemun-gu, seoul, south korea"
숙박,10,127.0568014,37.5900848,"189 hoegi-ro, dongdaemun-gu, seoul, south korea"
숙박,15,127.0651129,37.6027303,"1 sinimun-ro 16-gil, dongdaemun-gu, seoul, south korea"
숙박,8,127.0603385,37.5955012,"14 imun-ro 28-gil, dongdaemun-gu, seoul, south korea"
숙박,9,127.0614939,37.5998958,"5 imun-ro 35-gil, dongdaemun-gu, seoul, south korea"
숙박,20,127.0515871,37.5915955,"9 kyungheedae-ro 1-gil, dongdaemun-gu, seoul, south korea"
숙박,9,127.0570242,37.5721514,"83-5 jeonnong-ro, dongdaemun-gu, seoul, south korea"
숙박,15,127.0298538,37.574173,"3 cheonho-daero 13-gil, dongdaemun-gu, seoul, south korea"
숙박,19,127.0259439,37.5798904,"30-1 anam-ro, dongdaemun-gu, seoul, south korea"
숙박,14,127.0427218,37.5806484,"38-3 hongneung-ro 1-gil, dongdaemun-gu, seoul, south korea"
숙박,18,127.0234604,37.5769946,"16 bomun-ro, dongdaemun-gu, seoul, south korea"
숙박,10,127.0514244,37.5733626,"3-18 dapsimni-ro 40-gil, dongdaemun-gu, seoul, south korea"
숙박,15,127.0369552,37.5893028,"3 gosanja-ro 62-gil, dongdaemun-gu, seoul, south korea"
숙박,10,127.0588156,37.5904532,"9 hoegi-ro 31-gil, dongdaemun-gu, seoul, south korea"
숙박,12,127.0407862,37.5779747,"44 gosanja-ro 34-gil, dongdaemun-gu, seoul, south korea"
숙박,10,127.0362243,37.5793287,"24 yangnyeongseo-gil, dongdaemun-gu, seoul, south korea"
숙박,9,127.0365059,37.5802383,"19-13 yangnyeongjungang-ro, dongdaemun-gu, seoul, south korea"
숙박,15,127.0420959,37.5806343,"7 hongneung-ro 1ga-gil, dongdaemun-gu, seoul, south korea"
숙박,8,127.0445653,37.5855875,"22 hongneung-ro 12-gil, dongdaemun-gu, seoul, south korea"
숙박,10,127.0561844,37.5673809,"135 sagajeong-ro 2-gil, dongdaemun-gu, seoul, south korea"
숙박,10,127.0263776,37.5790181,"4 anam-ro 6ga-gil, dongdaemun-gu, seoul, south korea"
숙박,9,127.0435665,37.5819708,"16-3 hongneung-ro 3-gil, dongdaemun-gu, seoul, south korea"
숙박,22,127.0377861,37.5746245,"393-5 gosanja-ro, dongdaemun-gu, seoul, south korea"
숙박,16,127.042793,37.5784532,"17 wangsan-ro 34-gil, dongdaemun-gu, seoul, south korea"
숙박,19,127.0561708,37.5785032,"100 jeonnong-ro 29-gil, dongdaemun-gu, seoul, south korea"
숙박,17,127.0434828,37.584712,"51 hongneung-ro, dongdaemun-gu, seoul, south korea"
숙박,13,127.0461442,37.5771107,"5 dapsimni-ro 15-gil, dongdaemun-gu, seoul, south korea"
숙박,12,127.0258721,37.5774948,"31 wangsan-ro 3ga-gil, dongdaemun-gu, seoul, south korea"
숙박,14,127.0449804,37.5817209,"16 hongneung-ro, dongdaemun-gu, seoul, south korea"
숙박,18,127.0288659,37.5790242,"5 hanbit-ro 5-gil, dongdaemun-gu, seoul, south korea"
숙박,24,127.0498796,37.571458,"19 sagajeong-ro, dongdaemun-gu, seoul, south korea"
숙박,34,127.0432821,37.578977,"7 dapsimni-ro 1-gil, dongdaemun-gu, seoul, south korea"
숙박,26,127.0486549,37.5823903,"238-1 choui-ro, dongdaemun-gu, seoul, south korea"
숙박,23,127.0662271,37.5644873,"35 janghan-ro, dongdaemun-gu, seoul, south korea"
숙박,22,127.0679188,37.5764296,"174 hancheon-ro, dongdaemun-gu, seoul, south korea"
숙박,9,127.0419869,37.5805713,"5-5 hongneung-ro 1ga-gil, dongdaemun-gu, seoul, south korea"
숙박,21,127.0400197,37.5910218,"32 hoegi-ro, dongdaemun-gu, seoul, south korea"
숙박,15,127.0686456,37.5784356,"214 sagajeong-ro, dongdaemun-gu, seoul, south korea"
숙박,19,127.0574442,37.5919037,"52 imun-ro, dongdaemun-gu, seoul, south korea"
숙박,40,127.0560618,37.566059,"12 jeonnong-ro, dongdaemun-gu, seoul, south korea"
숙박,19,127.0661651,37.5618378,"18 janghan-ro 2-gil, dongdaemun-gu, seoul, south korea"
숙박,24,127.0698178,37.5726692,"2 dapsimni-ro 67-gil, dongdaemun-gu, seoul, south korea"
숙박,13,127.0270963,37.5749396,"5 hajeong-ro 2-gil, dongdaemun-gu, seoul, south korea"
숙박,7,127.0435272,37.5838059,"39-26 hongneung-ro, dongdaemun-gu, seoul, south korea"
숙박,27,127.0657299,37.5664206,"58 hancheon-ro 14-gil, dongdaemun-gu, seoul, south korea"
숙박,18,127.0632495,37.590657,"91 mangu-ro, dongdaemun-gu, seoul, south korea"
숙박,18,127.0258948,37.5758362,"7 hajeong-ro 5-gil, dongdaemun-gu, seoul, south korea"
숙박,18,127.0584322,37.5903312,"1 hoegi-ro 31-gil, dongdaemun-gu, seoul, south korea"
숙박,15,127.0572522,37.5741788,"103 jeonnong-ro, dongdaemun-gu, seoul, south korea"
숙박,19,127.0511439,37.5703148,"35 cheonho-daero 67-gil, dongdaemun-gu, seoul, south korea"
숙박,30,127.0489922,37.5705588,"7 sagajeong-ro, dongdaemun-gu, seoul, south korea"
숙박,37,127.064802,37.5624081,"9 janghan-ro, dongdaemun-gu, seoul, south korea"
숙박,24,127.0661123,37.5642575,"31 janghan-ro, dongdaemun-gu, seoul, south korea"
숙박,24,127.0744438,37.5793066,"266 sagajeong-ro, dongdaemun-gu, seoul, south korea"
숙박,25,127.0712506,37.5785264,"238 sagajeong-ro, dongdaemun-gu, seoul, south korea"
숙박,30,127.0720584,37.570728,"19 janghan-ro 24-gil, dongdaemun-gu, seoul, south korea"
숙박,23,127.0389465,37.5827307,"80 yangnyeongsi-ro, dongdaemun-gu, seoul, south korea"
숙박,13,127.0355719,37.5776844,"110-7 choui-ro, dongdaemun-gu, seoul, south korea"
숙박,21,127.06933,37.5613735,"76 janghan-ro 2-gil, dongdaemun-gu, seoul, south korea"
숙박,14,127.0387824,37.5814904,"470 gosanja-ro, dongdaemun-gu, seoul, south korea"
숙박,10,127.0562126,37.5716061,"75-17 jeonnong-ro, dongdaemun-gu, seoul, south korea"
숙박,12,127.0579431,37.5886189,"40 mangu-ro, dongdaemun-gu, seoul, south korea"
숙박,16,127.0440164,37.5822024,"6-9 hongneung-ro 3-gil, dongdaemun-gu, seoul, south korea"
숙박,14,127.0440705,37.5820434,"6-5 hongneung-ro 3-gil, dongdaemun-gu, seoul, south korea"
숙박,34,127.0704244,37.5707638,"113 janghan-ro, dongdaemun-gu, seoul, south korea"
숙박,30,127.0714831,37.5701062,"33 janghan-ro 26ga-gil, dongdaemun-gu, seoul, south korea"
숙박,10,127.0501097,37.5717013,"23 sagajeong-ro, dongdaemun-gu, seoul, south korea"
숙박,8,127.0421135,37.5865111,"82 jegi-ro, dongdaemun-gu, seoul, south korea"
숙박,26,127.0550856,37.5891214,"16 imun-ro, dongdaemun-gu, seoul, south korea"
숙박,33,127.0692088,37.5677465,"78 janghan-ro, dongdaemun-gu, seoul, south korea"
숙박,12,127.0701756,37.5692868,"100 janghan-ro, dongdaemun-gu, seoul, south korea"
숙박,10,127.056703,37.5686213,"41-1 jeonnong-ro, dongdaemun-gu, seoul, south korea"
숙박,8,127.0433558,37.5845433,"47-6 hongneung-ro, dongdaemun-gu, seoul, south korea"
숙박,30,127.0543538,37.5885245,"6-1 imun-ro, dongdaemun-gu, seoul, south korea"
숙박,36,127.0576872,37.5636446,"108 gomisul-ro, dongdaemun-gu, seoul, south korea"
숙박,30,127.0494445,37.5831536,"250 choui-ro, dongdaemun-gu, seoul, south korea"
숙박,28,127.0253754,37.5765176,"17 choui-ro, dongdaemun-gu, seoul, south korea"
숙박,25,127.0703571,37.5684385,"15 janghan-ro 20-gil, dongdaemun-gu, seoul, south korea"
숙박,25,127.0549836,37.5889503,"14 imun-ro, dongdaemun-gu, seoul, south korea"
숙박,25,127.0544825,37.5892706,"13 imun-ro, dongdaemun-gu, seoul, south korea"
숙박,20,127.0439464,37.5823631,"6-13 hongneung-ro 3-gil, dongdaemun-gu, seoul, south korea"
숙박,15,127.0439047,37.5824403,"6-15 hongneung-ro 3-gil, dongdaemun-gu, seoul, south korea"
숙박,10,127.0380942,37.5814731,"72 yangnyeongdong-gil, dongdaemun-gu, seoul, south korea"
숙박,41,127.069591,37.5695093,"97 janghan-ro, dongdaemun-gu, seoul, south korea"
숙박,34,127.0432984,37.5826624,"122-7 yangnyeongsi-ro, dongdaemun-gu, seoul, south korea"
숙박,48,127.0700843,37.570261,"107 janghan-ro, dongdaemun-gu, seoul, south korea"
숙박,28,127.0708416,37.5698092,"46 janghan-ro 26ga-gil, dongdaemun-gu, seoul, south korea"
숙박,22,127.0255665,37.5772274,"17 wangsan-ro 3-gil, dongdaemun-gu, seoul, south korea"
숙박,11,127.0338395,37.5869887,"134-5 anam-ro, dongdaemun-gu, seoul, south korea"
숙박,21,127.0255214,37.5772964,"19 wangsan-ro 3-gil, dongdaemun-gu, seoul, south korea"
숙박,43,127.071313,37.5697706,"41 janghan-ro 26ga-gil, dongdaemun-gu, seoul, south korea"
숙박,44,127.054402,37.5659989,"301-1 cheonho-daero, dongdaemun-gu, seoul, south korea"
숙박,44,127.0693316,37.5679826,"82 janghan-ro, dongdaemun-gu, seoul, south korea"
숙박,20,127.0571085,37.5723755,"83 jeonnong-ro, dongdaemun-gu, seoul, south korea"
숙박,15,127.0418731,37.5911269,"48 hoegi-ro, dongdaemun-gu, seoul, south korea"
숙박,28,127.0622831,37.6020726,"174-1 imun-ro, dongdaemun-gu, seoul, south korea"
숙박,23,127.0458068,37.5811086,"209-3 choui-ro, dongdaemun-gu, seoul, south korea"
숙박,38,127.0575999,37.5635628,"341 cheonho-daero, dongdaemun-gu, seoul, south korea"
숙박,17,127.0429373,37.5783237,"10 dapsimni-ro, dongdaemun-gu, seoul, south korea"
숙박,43,127.0713508,37.5699115,"39 janghan-ro 26ga-gil, dongdaemun-gu, seoul, south korea"
숙박,30,127.0693254,37.5678411,"80 janghan-ro, dongdaemun-gu, seoul, south korea"
숙박,13,127.0494229,37.5845861,"38 jegi-ro 38-gil, dongdaemun-gu, seoul, south korea"
숙박,12,127.0374203,37.5770075,"18 wangsan-ro 26ga-gil, dongdaemun-gu, seoul, south korea"
숙박,18,127.0547845,37.5894731,"15-1 imun-ro, dongdaemun-gu, seoul, south korea"
숙박,9,127.0456624,37.5810714,"13 wangsan-ro 41-gil, dongdaemun-gu, seoul, south korea"
숙박,25,127.0427062,37.5787759,"4 dapsimni-ro, dongdaemun-gu, seoul, south korea"
숙박,36,127.0714335,37.570004,"37 janghan-ro 26ga-gil, dongdaemun-gu, seoul, south korea"
숙박,35,127.0586371,37.5943785,"81 imun-ro, dongdaemun-gu, seoul, south korea"
숙박,16,127.036857,37.5768821,"27 wangsan-ro 26-gil, dongdaemun-gu, seoul, south korea"
숙박,19,127.0359283,37.57779,"112-3 choui-ro, dongdaemun-gu, seoul, south korea"
숙박,7,127.047626,37.5773065,"22-3 dapsimni-ro 19-gil, dongdaemun-gu, seoul, south korea"
숙박,10,127.0502713,37.5854489,"14 wangsan-ro 49-gil, dongdaemun-gu, seoul, south korea"
숙박,19,127.0724373,37.5705678,"23 janghan-ro 26na-gil, dongdaemun-gu, seoul, south korea"
숙박,13,127.027423,37.5750685,"16-18 hajeong-ro 4-gil, dongdaemun-gu, seoul, south korea"
숙박,25,127.0408743,37.5864613,"70 jegi-ro, dongdaemun-gu, seoul, south korea"
숙박,27,127.0473663,37.5723613,"56 hwangmul-ro, dongdaemun-gu, seoul, south korea"
숙박,51,127.0676038,37.5616554,"48 janghan-ro 2-gil, dongdaemun-gu, seoul, south korea"
숙박,51,127.0676038,37.5616554,"48 janghan-ro 2-gil, dongdaemun-gu, seoul, south korea"
숙박,30,127.0552418,37.5890416,"14-7 imun-ro, dongdaemun-gu, seoul, south korea"
숙박,17,127.0478338,37.5818773,"230 choui-ro, dongdaemun-gu, seoul, south korea"
숙박,8,127.0382651,37.5847335,"503-1 gosanja-ro, dongdaemun-gu, seoul, south korea"
숙박,39,127.0238825,37.5732831,"38 cheonho-daero 2-gil, dongdaemun-gu, seoul, south korea"
숙박,12,127.0569301,37.5919996,"51-3 imun-ro, dongdaemun-gu, seoul, south korea"
숙박,35,127.0548451,37.5888933,"12-1 imun-ro, dongdaemun-gu, seoul, south korea"
숙박,25,127.0698387,37.5687985,"92 janghan-ro, dongdaemun-gu, seoul, south korea"
숙박,67,127.0697478,37.5701917,"8 janghan-ro 21-gil, dongdaemun-gu, seoul, south korea"
숙박,18,127.0375333,37.5748306,"393-8 gosanja-ro, dongdaemun-gu, seoul, south korea"
숙박,8,127.0440259,37.5792444,"7 wangsan-ro 36-gil, dongdaemun-gu, seoul, south korea"
숙박,20,127.0535428,37.56672,"291-1 cheonho-daero, dongdaemun-gu, seoul, south korea"
숙박,48,127.0694108,37.5681662,"84 janghan-ro, dongdaemun-gu, seoul, south korea"
숙박,48,127.04339,37.5785148,"9 dapsimni-ro, dongdaemun-gu, seoul, south korea"
숙박,36,127.0670501,37.5660301,"98 cheonho-daero 83-gil, dongdaemun-gu, seoul, south korea"
숙박,18,127.0447826,37.5787684,"29-12 wangsan-ro 36-gil, dongdaemun-gu, seoul, south korea"
숙박,9,127.0431523,37.5823125,"45 gyeongdongsijang-ro 12-gil, dongdaemun-gu, seoul, south korea"
숙박,29,127.0698387,37.5687985,"92 janghan-ro, dongdaemun-gu, seoul, south korea"
숙박,15,127.0248207,37.5764265,"11-1 choui-ro, dongdaemun-gu, seoul, south korea"
숙박,44,127.0449048,37.5793974,"39-5 dapsimni-ro 1-gil, dongdaemun-gu, seoul, south korea"
숙박,26,127.0709955,37.5616975,"11 janganbeotkkot-ro, dongdaemun-gu, seoul, south korea"
숙박,16,127.0709955,37.5616975,"11 janganbeotkkot-ro, dongdaemun-gu, seoul, south korea"
숙박,9,127.0135699,37.6487057,"south korea, seoul, gangbuk-gu, 삼양로 515-7"
숙박,13,127.0237434,37.6411136,"53 hancheon-ro 139ga-gil, gangbuk-gu, seoul, south korea"
숙박,10,127.023737,37.6299191,"91 solmae-ro 45-gil, gangbuk-gu, seoul, south korea"
숙박,10,127.0240247,37.6293124,"75 solmae-ro 45-gil, gangbuk-gu, seoul, south korea"
숙박,12,127.0246619,37.6277184,"11 dobong-ro 57-gil, gangbuk-gu, seoul, south korea"
숙박,14,127.023924,37.6266157,"32 dobong-ro 53-gil, gangbuk-gu, seoul, south korea"
숙박,17,127.0289642,37.6130238,"45 dobong-ro, gangbuk-gu, seoul, south korea"
숙박,11,127.0275858,37.6164183,"18 solsaem-ro 64-gil, gangbuk-gu, seoul, south korea"
숙박,13,127.0323095,37.6104464,"6 wolgye-ro 5-gil, gangbuk-gu, seoul, south korea"
숙박,11,127.0190206,37.6245765,"7 samyang-ro 54-gil, gangbuk-gu, seoul, south korea"
숙박,11,127.0293534,37.6425015,"72 hancheon-ro 140-gil, gangbuk-gu, seoul, south korea"
숙박,7,127.0242387,37.6297593,"5 dobong-ro 65-gil, gangbuk-gu, seoul, south korea"
숙박,13,127.0239171,37.6305216,"102-2 solmae-ro 45-gil, gangbuk-gu, seoul, south korea"
숙박,13,127.0206747,37.6246498,"3 solmae-ro 30-gil, gangbuk-gu, seoul, south korea"
숙박,15,127.0191433,37.6246352,"62-3 solmae-ro, gangbuk-gu, seoul, south korea"
숙박,10,127.0194812,37.6284908,"26 samyang-ro 68-gil, gangbuk-gu, seoul, south korea"
숙박,13,127.0208564,37.6211607,"3 samyang-ro 38-gil, gangbuk-gu, seoul, south korea"
숙박,9,127.0219154,37.6201333,"17 samyang-ro 32na-gil, gangbuk-gu, seoul, south korea"
숙박,9,127.0312733,37.6120985,"52 wolgye-ro 3-gil, gangbuk-gu, seoul, south korea"
숙박,10,127.0286461,37.615535,"45 solsaem-ro 64-gil, gangbuk-gu, seoul, south korea"
숙박,17,127.0275971,37.6412851,"19 dobong-ro 95-gil, gangbuk-gu, seoul, south korea"
숙박,10,127.0047529,37.6733773,"253 samyang-ro 181-gil, gangbuk-gu, seoul, south korea"
숙박,14,127.0300989,37.619671,"19 dobong-ro 24-gil, gangbuk-gu, seoul, south korea"
숙박,5,127.0149349,37.6462555,"south korea, seoul, gangbuk-gu, 삼양로 483"
숙박,12,127.0074256,37.6327745,"south korea, seoul, gangbuk-gu, suyu-dong, 화계사길 117"
숙박,26,127.0085186,37.6617084,"77 samyang-ro 173-gil, gangbuk-gu, seoul, south korea"
숙박,10,127.0288116,37.64217,"59 hancheon-ro 140-gil, gangbuk-gu, seoul, south korea"
숙박,7,127.0203808,37.6407406,"32-3 nohae-ro 17-gil, gangbuk-gu, seoul, south korea"
숙박,9,127.0276121,37.6405671,"17 hancheon-ro 138-gil, gangbuk-gu, seoul, south korea"
숙박,18,127.0257232,37.6413552,"5-30 hancheon-ro 140-gil, gangbuk-gu, seoul, south korea"
숙박,9,127.0282938,37.6411205,"6 dobong-ro 95-gil, gangbuk-gu, seoul, south korea"
숙박,7,127.023267,37.6294737,"25 dobong-ro 65-gil, gangbuk-gu, seoul, south korea"
숙박,14,127.0238717,37.6338226,"284-6 dobong-ro, gangbuk-gu, seoul, south korea"
숙박,7,127.0244095,37.6267414,"24-2 dobong-ro 53-gil, gangbuk-gu, seoul, south korea"
숙박,10,127.0260157,37.6250264,"7 dobong-ro 49-gil, gangbuk-gu, seoul, south korea"
숙박,15,127.0275744,37.625033,"31 solmae-ro 50-gil, gangbuk-gu, seoul, south korea"
숙박,19,127.0217684,37.6188183,"12 samyang-ro 30-gil, gangbuk-gu, seoul, south korea"
숙박,12,127.019833,37.6218919,"5 samyang-ro 41-gil, gangbuk-gu, seoul, south korea"
숙박,10,127.019563,37.6221789,"5 samyang-ro 43-gil, gangbuk-gu, seoul, south korea"
숙박,8,127.0191232,37.6221987,"13 samyang-ro 43-gil, gangbuk-gu, seoul, south korea"
숙박,20,127.0242793,37.6337593,"11 dobong-ro 78-gil, gangbuk-gu, seoul, south korea"
숙박,9,127.0211916,37.6265291,"54 samyang-ro 58-gil, gangbuk-gu, seoul, south korea"
숙박,9,127.0280646,37.6347979,"130 deongneung-ro, gangbuk-gu, seoul, south korea"
숙박,9,127.0292639,37.6421539,"3-3 dobong-ro 99-gil, gangbuk-gu, seoul, south korea"
숙박,11,127.0066585,37.6704002,"171 samyang-ro 181-gil, gangbuk-gu, seoul, south korea"
숙박,11,127.0152122,37.6336605,"6 deongneung-ro 8-gil, gangbuk-gu, seoul, south korea"
숙박,17,127.027515,37.6414961,"21 dobong-ro 95-gil, gangbuk-gu, seoul, south korea"
숙박,13,127.0298258,37.6405087,"42 hancheon-ro 132-gil, gangbuk-gu, seoul, south korea"
숙박,8,127.0212145,37.6216673,"18 samyang-ro 38ga-gil, gangbuk-gu, seoul, south korea"
숙박,16,127.0231487,37.6190307,"4 solsaem-ro 53-gil, gangbuk-gu, seoul, south korea"
숙박,20,127.0306249,37.6123076,"34-7 dobong-ro, gangbuk-gu, seoul, south korea"
숙박,10,127.0273428,37.6404531,"11 hancheon-ro 138-gil, gangbuk-gu, seoul, south korea"
숙박,11,127.0273205,37.6403385,"9 hancheon-ro 138-gil, gangbuk-gu, seoul, south korea"
숙박,10,127.0220694,37.6405474,"5 nohae-ro 17-gil, gangbuk-gu, seoul, south korea"
숙박,13,127.0276885,37.616703,"11 solsaem-ro 64-gil, gangbuk-gu, seoul, south korea"
숙박,5,127.0266003,37.6219795,"17-5 dobong-ro 37-gil, gangbuk-gu, seoul, south korea"
숙박,14,127.0315972,37.6120966,"28 dobong-ro 6-gil, gangbuk-gu, seoul, south korea"
숙박,15,127.0269799,37.6211906,"93 solsaem-ro 67-gil, gangbuk-gu, seoul, south korea"
숙박,17,127.0318879,37.6118683,"36 dobong-ro 6-gil, gangbuk-gu, seoul, south korea"
숙박,30,127.0309783,37.6123114,"57 wolgye-ro 3-gil, gangbuk-gu, seoul, south korea"
숙박,26,127.0224173,37.6332799,"41 dobong-ro 73-gil, gangbuk-gu, seoul, south korea"
숙박,10,127.0253126,37.6415572,"5-4 hancheon-ro 144-gil, gangbuk-gu, seoul, south korea"
숙박,11,127.0243107,37.629185,"72 solmae-ro 45-gil, gangbuk-gu, seoul, south korea"
숙박,13,127.0313402,37.6121774,"24 dobong-ro 6-gil, gangbuk-gu, seoul, south korea"
숙박,13,127.0317229,37.6120103,"30 dobong-ro 6-gil, gangbuk-gu, seoul, south korea"
숙박,10,127.0240824,37.6334756,"26 deongneung-ro 28-gil, gangbuk-gu, seoul, south korea"
숙박,14,127.0314269,37.6121277,"26 dobong-ro 6-gil, gangbuk-gu, seoul, south korea"
숙박,16,127.0307991,37.6122405,"34-8 dobong-ro, gangbuk-gu, seoul, south korea"
숙박,16,127.0313231,37.6116664,"42-1 wolgye-ro 3-gil, gangbuk-gu, seoul, south korea"
숙박,25,127.0308644,37.6097443,"3-5 wolgye-ro 3-gil, gangbuk-gu, seoul, south korea"
숙박,15,127.0134458,37.6578293,"south korea, seoul, gangbuk-gu, 삼양로 615"
숙박,18,127.031374,37.6117569,"46 wolgye-ro 3-gil, gangbuk-gu, seoul, south korea"
숙박,34,127.023147,37.6378595,"1 nohae-ro 8-gil, gangbuk-gu, seoul, south korea"
숙박,24,127.0223784,37.633394,"43 dobong-ro 73-gil, gangbuk-gu, seoul, south korea"
숙박,21,127.0325862,37.610946,"13 wolgye-ro 7-gil, gangbuk-gu, seoul, south korea"
숙박,18,127.013135,37.6612777,"south korea, seoul, gangbuk-gu, 삼양로 655"
숙박,22,127.0243987,37.6321655,"54 deongneung-ro 28-gil, gangbuk-gu, seoul, south korea"
숙박,22,127.0284097,37.6173397,"327 solsaem-ro, gangbuk-gu, seoul, south korea"
숙박,10,127.0085476,37.6477754,"april 19th national cemetery, 17 4.19로8길 ui-dong, gangbuk-gu, seoul, south korea"
