키,업종,상호,주소,도로명주소,행정 시,행정 구,행정 동,객실수,비고
BE_LiST20-0521,외국인관광도시민박업,Homestay in Seoul,,"서울특별시 강서구 강서로56나길 37, 303동 908호(등촌동, 주공@)[등촌3동 688]",서울특별시,강서구,등촌3동,2,
BE_LiST20-0522,외국인관광도시민박업,해피하우스,,"서울특별시 강서구 양천로62길 41, 201-1408(등촌동, 코오롱오투빌2차@)[등촌1동 712]",서울특별시,강서구,등촌1동,1,
BE_LiST20-0523,외국인관광도시민박업,송하우스,,"서울특별시 강서구 우장산로2길 21-6, 1001호(내발산동, 내발산우신웨스트빌@)[내발산동 733]",서울특별시,강서구,우장산동,1,
BE_LiST20-0524,외국인관광도시민박업,맘하우스,,"서울특별시 강서구 우현로 18, 101동 603호(우장산동, 우장산휴먼빌@)[화곡동 1156]",서울특별시,강서구,우장산동,1,
BE_LiST20-0525,외국인관광도시민박업,샤론,,"서울특별시 강서구 화곡로68길 115, 102동 1206호(등촌동, 등촌우성@)[등촌동 630-11]",서울특별시,강서구,등촌1동,1,
BE_LiST20-0526,외국인관광도시민박업,파파스테이,,"서울특별시 강서구 양천로47길 94, 101동 1104호(마곡동, 금호어울림아파트)[마곡동 717]",서울특별시,강서구,가양1동,2,
BE_LiST20-0527,외국인관광도시민박업,하나비하우스,,"서울특별시 강서구 허준로 47, 206동 1309호(가양동, 성지아파트) [가양동 1461]",서울특별시,강서구,가양1동,1,
BE_LiST20-0528,외국인관광도시민박업,더심플하우스,,"서울특별시 강서구 공항대로5길 34, 3층(공항동) [공항동 24-4]",서울특별시,강서구,공항동,3,
BE_LiST20-0529,외국인관광도시민박업,제이씨하우스,,"서울특별시 강서구 금낭화로7길 32, 5층(방화동) [방화동 592-39]",서울특별시,강서구,방화2동,1,
BE_LiST20-0530,외국인관광도시민박업,秀家(수가),,"서울특별시 강서구 우현로 67, 130동 1501호(화곡동, 강서힐스테이트) [화곡동 1025-33]",서울특별시,강서구,우장산동,2,
BE_LiST20-0531,외국인관광도시민박업,이자매 게스트하우스,,"서울특별시 강서구 화곡로 220, 5층(화곡동) [화곡동 742-5]",서울특별시,강서구,화곡본동,2,
BE_LiST20-0532,외국인관광도시민박업,더나루 B&B,,서울특별시 강서구 공항대로13길 19(공항동) [공항동 14-118],서울특별시,강서구,공항동,2,
BE_LiST20-0533,외국인관광도시민박업,더서울하우스,,"서울특별시 구로구 남부순환로95길 88, 102동 1803호 (개봉동, 두산아파트)",서울특별시,구로구,개봉2동,1,
BE_LiST20-0534,외국인관광도시민박업,J's Happy House,,"서울특별시 구로구 고척로52길 53, 112동 7층 703호 (고척동, 고척대우아파트)",서울특별시,구로구,고척2동,2,
BE_LiST20-0535,외국인관광도시민박업,명지 홈,,"서울특별시 금천구 한내로 69-54, 1402동 505호 (독산동, 주공아파트)",서울특별시,금천구,독산1동,3,
BE_LiST20-0536,외국인관광도시민박업,G밸리 하우스,,"서울특별시 금천구 벚꽃로18길 36, 101동 8층 805호 (독산동, 진도아파트)",서울특별시,금천구,독산1동,3,
BE_LiST20-0537,외국인관광도시민박업,다이요홈스테이,,서울특별시 영등포구 여의도동 32번지 수정아파트 에이동 402호,서울특별시,영등포구,여의동,1,
BE_LiST20-0538,외국인관광도시민박업,kelly homestay,,서울특별시 영등포구 영등포동8가 76-1번지 삼환아파트 103동 402호,서울특별시,영등포구,영등포동,1,
BE_LiST20-0539,외국인관광도시민박업,서울민박,,서울특별시 영등포구 여의도동 40번지 ,서울특별시,영등포구,여의동,2,
BE_LiST20-0540,외국인관광도시민박업,보나,,서울특별시 영등포구 신길동 67-1번지 경남아파트 105동 102호,서울특별시,영등포구,신길1동,2,
BE_LiST20-0541,외국인관광도시민박업,Lodge 82,,서울특별시 영등포구 신길동 65-101번지 ,서울특별시,영등포구,신길1동,3,
BE_LiST20-0542,외국인관광도시민박업,스카이 게스트하우스,,서울특별시 영등포구 신길동 186-275번지 ,서울특별시,영등포구,영등포본동,5,
BE_LiST20-0543,외국인관광도시민박업,SWEET HOME,,서울특별시 영등포구 당산동4가 30-1번지 당산현대5차아파트 503동 1004호,서울특별시,영등포구,당산2동,2,
BE_LiST20-0544,외국인관광도시민박업,보라매하우스 5n6,,서울특별시 영등포구 신길동 620번지 ,서울특별시,영등포구,신길6동,1,
BE_LiST20-0545,외국인관광도시민박업,미라네,,서울특별시 영등포구 당산동4가 73-4번지 ,서울특별시,영등포구,당산2동,1,
BE_LiST20-0433,외국인관광도시민박업,Hao Guesthouse,,서울특별시 마포구 와우산로29마길 7-6 (서교동),서울특별시,마포구,서교동,6,
BE_LiST20-0662,외국인관광도시민박업,리리맘하우스,,"서울특별시 송파구 올림픽로 99, 157동 303호 (잠실동, 잠실엘스)",서울특별시,송파구,잠실2동,1,
BE_LiST20-0663,외국인관광도시민박업,Groove City guest house,,"서울특별시 송파구 풍성로25나길 16-1, 101동 301호 (풍납동, 금강캐스빌아파트)",서울특별시,송파구,풍납1동,2,
BE_LiST20-0664,외국인관광도시민박업,유정홈스테이,,"서울특별시 송파구 올림픽로 212, C동 3903호 (잠실동, 갤러리아팰리스)",서울특별시,송파구,잠실3동,2,
BE_LiST20-0665,외국인관광도시민박업,오가영홈스테이,,"서울특별시 송파구 오금로 432, 1동 502호 (가락동, 삼환가락아파트)",서울특별시,송파구,가락2동,2,
BE_LiST20-0666,외국인관광도시민박업,레인보우 홈스테이,,"서울특별시 송파구 잠실로 88, 135동 1602호 (잠실동, 레이크팰리스)",서울특별시,송파구,잠실3동,2,
BE_LiST20-0667,외국인관광도시민박업,파크리오 홈스테이,,"서울특별시 송파구 올림픽로 435, 314동 1303호 (신천동, 파크리오)",서울특별시,송파구,잠실4동,1,
BE_LiST20-0668,외국인관광도시민박업,나루홈스테이,,"서울특별시 송파구 올림픽로 435, 205동 2102호 (신천동, 파크리오)",서울특별시,송파구,잠실4동,2,
BE_LiST20-0669,외국인관광도시민박업,호수 홈스테이,,"서울특별시 송파구 석촌호수로18길 8-5, 5층 (석촌동)",서울특별시,송파구,석촌동,2,
BE_LiST20-0670,외국인관광도시민박업,블루베리홈스테이,,"서울특별시 송파구 양재대로 1089, 2동 402호 (방이동)",서울특별시,송파구,방이1동,2,
BE_LiST20-0671,외국인관광도시민박업,S. Park 홈스테이,,"서울특별시 송파구 동남로 225, 103동 2402호 (가락동, 래미안파크팰리스)",서울특별시,송파구,가락2동,2,
BE_LiST20-0672,외국인관광도시민박업,준스 홈스테이,,"서울특별시 송파구 올림픽로4길 42, 2동 1202호 (잠실동, 우성아파트)",서울특별시,송파구,잠실7동,1,
BE_LiST20-0673,외국인관광도시민박업,코지 홈스테이,,"서울특별시 송파구 올림픽로 435, 314동 1103호 (신천동, 파크리오)",서울특별시,송파구,잠실4동,2,
BE_LiST20-0674,외국인관광도시민박업,한강 홈스테이,,"서울특별시 송파구 올림픽로 99, 103동 702호 (잠실동,잠실엘스아파트)",서울특별시,송파구,잠실2동,1,
BE_LiST20-0675,외국인관광도시민박업,킴벌리 홈스테이,,"서울특별시 송파구 올림픽로 435, 112동 3504호 (신천동, 파크리오)",서울특별시,송파구,잠실4동,2,
BE_LiST20-0676,외국인관광도시민박업,진스테이송파,,"서울특별시 송파구 삼전로8길 8, 7층 (삼전동, (701~708, 712~716호))",서울특별시,송파구,삼전동,11,
BE_LiST20-0677,외국인관광도시민박업,선샤인 게스트하우스,,"서울특별시 송파구 석촌호수로18길 20-16, 401호 (석촌동, 봄날햇살)",서울특별시,송파구,석촌동,3,
BE_LiST20-0678,외국인관광도시민박업,션즈 홈스테이,,"서울특별시 송파구 문정로 83, 112동 1904호 (문정동, 문정래미안아파트)",서울특별시,송파구,문정1동,2,
BE_LiST20-0679,외국인관광도시민박업,탑홈스테이,,"서울특별시 송파구 올림픽로32길 39-19, 201호 (방이동, 중앙빌리지)",서울특별시,송파구,방이2동,2,
BE_LiST20-0680,외국인관광도시민박업,코띠홈스테이,,서울특별시 송파구 가락로23길 14-28 (송파동),서울특별시,송파구,송파1동,2,
BE_LiST20-0681,외국인관광도시민박업,Wam family,,"서울특별시 송파구 올림픽로4길 42, 22동 106호 (잠실동)",서울특별시,송파구,잠실7동,2,
BE_LiST20-0682,외국인관광도시민박업,진 하우스,,"서울특별시 송파구 올림픽로 99, 155동 1701호 (잠실동, 엘스아파트)",서울특별시,송파구,잠실2동,1,
BE_LiST20-0683,외국인관광도시민박업,레이크 게스트하우스,,서울특별시 송파구 삼학사로14길 24-1 (석촌동),서울특별시,송파구,석촌동,1,
BE_LiST20-0684,외국인관광도시민박업,잠실명성 도시민박업,,서울특별시 송파구 오금로11길 30-15 (방이동),서울특별시,송파구,방이2동,1,
BE_LiST20-0685,외국인관광도시민박업,하우펑요우 하우스,,"서울특별시 송파구 오금로32길 5-0, 203동 708호 (송파동)",서울특별시,송파구,송파2동,2,
BE_LiST20-0686,외국인관광도시민박업,리나의집,,서울특별시 송파구 송이로2길 20 (송파동),서울특별시,송파구,송파2동,1,
BE_LiST20-0687,외국인관광도시민박업,시인의 집,,서울특별시 송파구 백제고분로45길 14-13 (송파동),서울특별시,송파구,송파1동,2,
BE_LiST20-0688,외국인관광도시민박업,잠실게스트하우스,,"서울특별시 송파구 올림픽로33길 1, 2동 205호 (신천동, 크로바아파트)",서울특별시,송파구,잠실4동,3,
BE_LiST20-0689,외국인관광도시민박업,잠실웰컴하우스,,서울특별시 송파구 한가람로10길 7-5 (풍납동),서울특별시,송파구,풍납2동,2,
BE_LiST20-0690,외국인관광도시민박업,롯데잠실게스트하우스,,"서울특별시 송파구 올림픽로35길 93, 101동 2002호 (신천동, 더샵스타리버)",서울특별시,송파구,잠실6동,3,
BE_LiST20-0691,외국인관광도시민박업,레이크팰리스홈,,"서울특별시 송파구 잠실로 88, 129동 201호 (잠실동, 레이크팰리스)",서울특별시,송파구,잠실3동,2,
BE_LiST20-0692,외국인관광도시민박업,ON Guest House,,서울특별시 송파구 올림픽로4길 42 (잠실동),서울특별시,송파구,잠실7동,1,
BE_LiST20-0693,외국인관광도시민박업,써니하우스,,서울특별시 송파구 오금로54길 10 (거여동),서울특별시,송파구,거여1동,1,
BE_LiST20-0694,외국인관광도시민박업,마음이 머무는 김여사의 사랑채,,서울특별시 송파구 백제고분로19길 4-7 (잠실동),서울특별시,송파구,잠실본동,2,
BE_LiST20-0695,외국인관광도시민박업,EKLIPS GUEST HOUSE,,서울특별시 송파구 올림픽로34길 17-14 (방이동),서울특별시,송파구,방이2동,,
BE_LiST20-0696,외국인관광도시민박업,Space Hue,,"서울특별시 송파구 오금로31가길 1 (방이동, 런던빌)",서울특별시,송파구,방이1동,3,
BE_LiST20-0697,외국인관광도시민박업,Young House,,"서울특별시 강동구 올림픽로89길 57, 103동 204호 (천호동, 강변그대가리버뷰)",서울특별시,강동구,천호2동,1,
BE_LiST20-0698,외국인관광도시민박업,Kim's 하우스,,"서울특별시 강동구 구천면로 365-13, 101동 807호 (암사동, e-편한세상)",서울특별시,강동구,암사1동,2,
BE_LiST20-0270,외국인관광도시민박업,필그림,,"서울특별시 서대문구 거북골로14길 32, 102동 12층 1201호 (북가좌동, 가재울아이파크아파트)",서울특별시,서대문구,북가좌2동,2,
BE_LiST20-0311,외국인관광도시민박업,나무,,"서울특별시 마포구 연남로5길 24, 1동 101호 (연남동)",서울특별시,마포구,연남동,3,
BE_LiST20-0312,외국인관광도시민박업,포유,,"서울특별시 마포구 성암로 91, 101동 201호 (중동, 현대아파트)",서울특별시,마포구,성산2동,2,
BE_LiST20-0313,외국인관광도시민박업,패밀리하우스텔,,"서울특별시 마포구 월드컵북로4길 90, 1~2층 (동교동)",서울특별시,마포구,서교동,8,
BE_LiST20-0314,외국인관광도시민박업,OMG guesthouse,,서울특별시 마포구 동교로 212-26 (동교동),서울특별시,마포구,서교동,4,
BE_LiST20-0315,외국인관광도시민박업,소담게스트하우스,,"서울특별시 마포구 서강로20길 11, 302호 (노고산동)",서울특별시,마포구,대흥동,2,
BE_LiST20-0316,외국인관광도시민박업,Guesthouse KW hongdae,,"서울특별시 마포구 동교로38길 36, 403호 (연남동)",서울특별시,마포구,연남동,1,
BE_LiST20-0317,외국인관광도시민박업,Dustin Guest House,,서울특별시 마포구 어울마당로 122-1 (서교동),서울특별시,마포구,서교동,5,
