호선,역,인구,가구,주택,사업체수,교육시설,공공기관,금융시설,의료시설,대중교통,방범.방재,백화점.중대형마트,편의점,극장.영화관,도서관.박물관
2,합정,2647,1319,1080,1137,0,2,26,23,5,1,1,13,3,0
2,당산,1809,1188,716,518,0,2,36,12,3,1,0,6,0,0
2,영등포구청,1957,1042,523,1700,1,2,61,31,6,0,0,11,0,0
2,문래,1929,782,663,899,1,1,15,31,7,0,1,8,0,1
2,신도림,1272,667,669,998,2,0,37,20,6,0,1,11,2,0
2,대림,2604,1193,836,283,1,0,5,7,5,0,0,4,0,0
2,구로디지털단지,1965,1010,706,462,3,0,17,18,9,0,0,6,0,0
2,신대방,3468,1722,737,404,1,1,3,17,4,1,0,6,0,0
2,신림,3836,2668,1399,1575,0,1,16,61,11,1,1,20,1,0
2,봉천,3062,1533,870,720,2,1,12,40,5,0,0,7,0,1
2,서울대입구,3693,2515,2233,843,0,0,17,49,9,0,0,15,1,0
2,낙성대,2903,2007,542,401,0,0,6,27,5,0,0,7,0,0
2,사당,2128,1095,742,1060,1,1,42,43,15,0,0,19,0,0
2,방배,2469,1036,890,924,1,3,11,55,17,0,0,6,0,0
2,서초,2740,1163,879,2832,0,12,60,45,18,2,0,13,0,1
2,교대,1937,1081,678,3718,0,8,90,144,21,1,0,17,0,0
2,강남,2442,1269,1083,3197,0,4,139,211,20,0,0,37,3,0
2,역삼,1952,1055,759,2562,0,0,167,49,8,0,0,23,0,1
2,선릉,1980,1283,1217,3026,0,0,212,111,5,0,0,30,0,0
2,삼성,1458,678,557,3520,1,6,160,91,27,3,2,27,3,1
2,종합운동장,0,0,1,245,2,2,4,1,4,1,0,10,1,0
2,잠실새내,5139,1893,1602,1161,0,3,31,108,9,1,0,8,0,1
2,잠실,2607,909,924,977,0,2,14,17,15,0,5,13,1,0
2,잠실나루,2674,881,883,200,2,0,4,22,2,0,0,3,0,0
2,강변,87,41,26,1321,0,1,17,24,15,0,1,7,1,0
2,구의,1915,933,374,645,0,3,11,19,5,0,0,6,0,0
2,건대입구,3154,2043,690,989,0,1,7,50,7,0,0,14,0,0
2,성수,1448,666,355,1128,0,2,9,16,4,0,0,10,0,0
2,뚝섬,2855,1298,650,938,1,0,9,16,6,0,0,6,0,0
2,한양대,1851,451,101,212,16,1,3,3,5,0,0,6,0,0
2,왕십리,1099,577,509,488,0,5,3,6,7,2,1,7,1,0
2,상왕십리,2424,1262,860,305,1,0,2,3,9,0,0,3,0,0
2,신당,2799,1374,766,1138,0,4,11,31,3,2,0,5,0,1
2,동대문역사문화공원,924,486,421,5447,0,3,66,26,13,0,0,12,2,0
2,을지로4가,1803,1227,852,10188,1,3,62,31,15,1,0,16,2,0
2,을지로3가,202,148,92,2921,2,2,59,20,3,1,0,17,0,0
2,을지로입구,919,349,250,7938,0,22,573,177,47,4,4,58,9,3
2,시청,796,422,398,4964,7,19,334,78,40,4,5,37,5,5
3,오금,2170,818,527,318,3,4,1,8,6,2,0,2,0,1
3,경찰병원,2161,869,658,210,0,1,4,4,2,1,0,5,0,0
3,가락시장,2243,1026,870,4495,0,2,43,57,11,1,1,8,0,0
3,수서,899,507,483,1226,1,3,14,34,15,1,0,7,0,0
3,일원,2286,702,702,37,0,0,1,1,5,0,0,1,0,0
3,대청,2087,871,783,345,3,3,4,27,7,1,0,4,0,1
3,학여울,3227,1031,1034,47,0,0,0,2,2,0,0,2,0,0
3,대치,1571,474,471,1013,1,5,22,80,7,1,0,5,1,1
3,도곡,3233,1039,1042,106,4,0,5,6,7,0,0,3,0,0
3,매봉,3734,1393,1264,375,1,1,3,10,5,1,0,6,0,0
3,양재,2426,1154,951,1237,2,3,25,77,21,0,0,11,0,0
3,남부터미널,2997,1650,1404,2282,1,3,45,50,13,1,0,15,0,1
3,교대,1937,1081,678,3718,0,8,90,144,21,1,0,17,0,0
3,고속터미널,0,0,3,1901,0,2,4,3,11,1,1,12,1,0
3,잠원,2410,896,882,203,0,2,3,12,4,1,0,1,0,0
3,신사,2205,1242,638,1994,0,1,42,153,8,0,0,19,3,1
3,압구정,2396,935,835,2140,0,2,56,374,9,0,0,19,3,0
3,옥수,3011,1161,890,394,3,0,4,19,8,0,0,3,0,0
3,금호,3697,1498,1093,265,0,0,2,20,8,0,0,4,0,0
3,약수,2645,1249,848,994,1,3,8,53,12,1,0,11,0,1
3,동대입구,1450,757,611,455,0,2,8,7,9,1,1,4,2,1
3,충무로,1636,1001,577,4379,1,6,61,33,8,2,0,16,3,1
3,을지로3가,202,148,92,2921,2,2,59,20,3,1,0,17,0,0
3,종로3가,739,474,413,4059,0,8,109,82,29,5,0,32,4,5
3,안국,1928,942,725,1006,9,5,14,22,16,2,0,6,2,10
3,경복궁,2578,1201,1000,2604,1,19,92,77,22,4,1,19,2,8
3,독립문,2676,1120,1013,306,2,4,4,16,13,0,0,5,0,3
3,무악재,4099,1469,1358,235,0,0,1,12,3,0,0,2,0,0
3,홍제,3055,1405,797,505,3,2,8,36,8,1,0,5,0,0
3,녹번,2593,1108,782,213,2,1,2,9,4,1,0,2,0,1
3,불광,1843,979,692,893,0,0,9,41,9,0,1,5,2,0
3,연신내,2618,1379,953,1074,1,1,36,66,8,1,0,10,0,0
3,구파발,642,14,11,79,7,4,1,10,16,2,0,2,0,0
4,당고개,3750,1515,1057,232,2,0,0,9,2,0,0,4,0,0
4,상계,3767,1521,1387,543,0,0,5,22,4,0,0,5,0,0
4,노원,1553,640,474,1352,0,0,12,57,10,0,1,10,1,0
4,창동,2706,1173,1084,1035,2,4,31,62,9,0,1,15,0,0
4,쌍문,3435,1716,1030,551,1,0,8,40,5,0,0,6,0,0
4,수유,1611,909,708,927,0,2,80,69,13,1,0,12,0,0
4,미아,2021,852,463,355,2,3,13,22,8,1,0,5,0,1
4,미아사거리,1492,805,269,676,3,1,10,38,10,1,1,4,1,0
4,길음,3574,1362,1231,467,0,2,3,29,12,1,0,1,0,0
4,성신여대입구,3619,2143,1338,1024,2,6,14,72,12,2,0,7,2,0
4,한성대입구,2350,1270,697,466,0,1,6,33,11,0,0,7,0,0
4,혜화,2676,1035,556,1231,9,3,14,26,20,0,0,12,48,5
4,동대문,1488,752,453,964,0,0,11,10,6,0,0,6,0,0
4,동대문역사문화공원,924,486,421,5447,0,3,66,26,13,0,0,12,2,0
4,충무로,1636,1001,577,4379,1,6,61,33,8,2,0,16,3,1
4,명동,1105,420,267,4020,3,7,266,119,18,0,0,33,6,0
4,회현,523,284,211,8051,0,3,61,32,8,1,1,5,0,0
4,서울역,915,603,358,848,0,1,25,36,11,0,0,18,0,0
4,숙대입구 ,1821,1144,618,1277,0,2,29,41,14,0,0,21,0,1
4,삼각지,2051,1089,879,826,1,6,15,15,11,1,0,6,0,1
4,신용산,1200,616,497,2923,0,10,27,25,22,2,3,11,2,0
4,이촌,2741,1073,1065,450,3,5,8,17,6,0,0,5,0,0
4,동작,1353,424,419,13,0,0,0,0,6,0,0,2,0,0
4,총신대입구,3537,1550,1046,1185,0,0,26,96,15,0,1,13,0,0
4,사당,2128,1095,742,1060,1,1,42,43,15,0,0,19,0,0
4,남태령,979,400,274,13,0,0,0,0,3,0,0,1,0,0
5,방화,3787,1953,1940,346,0,0,4,15,6,0,0,7,0,0
5,개화산,2831,1159,1093,175,1,0,1,9,3,0,0,5,0,0
5,김포공항,16,5,7,601,1,10,5,2,63,4,2,7,1,0
5,송정,2217,1100,685,326,1,1,5,15,8,0,0,6,0,0
5,마곡,430,189,111,34,3,0,0,1,14,0,0,0,0,0
5,발산,2170,993,880,1226,4,2,29,47,42,1,1,12,0,1
5,우장산,4876,1596,1424,563,1,0,15,52,7,0,0,5,0,0
5,화곡,3090,1529,1061,624,1,1,25,64,14,0,0,10,0,0
5,까치산,4351,2055,1646,578,0,0,10,55,7,0,0,7,0,0
5,신정,4069,1760,1099,174,1,0,0,5,3,0,0,3,0,0
5,목동,3520,1335,1071,554,1,1,13,64,7,1,0,3,0,0
5,오목교,3589,1238,995,1672,0,1,28,71,8,0,3,13,2,2
5,양평,2418,1031,813,247,0,0,6,7,3,0,0,3,0,0
5,영등포구청,1957,1042,523,1700,1,2,61,31,6,0,0,11,0,0
5,영등포시장,1895,1167,598,838,2,0,27,33,6,0,0,4,0,0
5,신길,2212,1493,1301,113,1,0,0,0,2,0,0,3,0,0
5,여의도,1346,550,582,4128,1,4,479,106,23,0,0,22,1,1
5,여의나루,1361,491,504,31,4,0,0,0,3,0,0,2,0,0
5,마포,2331,1287,1105,1135,0,1,35,29,8,0,0,9,0,0
5,공덕,3283,1730,1691,2117,4,10,85,99,17,2,0,14,0,0
5,애오개,1407,608,476,347,1,0,9,8,5,0,0,2,0,0
5,충정로,2482,1233,1008,933,0,3,35,24,15,0,0,10,0,0
5,서대문,2002,1028,916,1839,7,11,111,33,30,5,1,24,2,4
5,광화문,989,511,474,3454,0,17,143,72,24,0,1,23,2,19
5,종로3가,739,474,413,4059,0,8,109,82,29,5,0,32,4,5
5,을지로4가,1803,1227,852,10188,1,3,62,31,15,1,0,16,2,0
5,동대문역사문화공원,924,486,421,5447,0,3,66,26,13,0,0,12,2,0
5,청구,3466,1527,829,733,1,1,5,23,4,0,0,6,0,1
5,신금호,1807,744,363,413,2,5,6,22,24,2,0,4,0,0
5,행당,4626,1539,1420,344,4,2,5,26,9,1,1,3,0,0
5,왕십리,1099,577,509,488,0,5,3,6,7,2,1,7,1,0
5,마장,1569,648,478,627,3,0,5,11,4,0,0,4,0,0
5,답십리,2830,1321,856,582,0,0,10,20,6,0,0,7,0,1
5,장한평,2243,1151,972,1563,0,1,152,22,5,0,0,6,0,0
5,군자,2974,1648,653,689,0,2,17,41,7,0,0,8,2,0
5,아차산,3356,1527,837,533,5,3,8,28,10,3,0,14,2,1
5,광나루,2664,905,793,206,3,1,10,8,12,1,0,4,1,0
5,천호,2054,1027,494,1341,0,1,29,89,10,0,2,10,0,0
5,강동,3814,1856,1468,323,0,0,18,9,6,0,0,4,0,0
5,길동,3771,1740,1013,869,1,1,39,50,8,0,0,10,0,0
5,굽은다리,2854,1253,813,365,0,0,8,24,3,0,1,4,0,0
5,명일,3250,1336,893,605,2,0,5,50,12,0,0,6,0,0
5,고덕,2126,614,617,357,4,4,5,26,9,3,1,5,0,0
5,상일동,2336,892,739,314,5,1,4,30,11,0,0,3,0,2
5,둔촌동,1356,491,397,291,0,0,5,24,8,0,0,2,0,0
5,올림픽공원,2407,452,455,430,6,2,9,18,13,0,0,7,0,2
5,방이,3497,1225,1006,451,0,2,8,25,4,1,0,4,0,0
5,오금,2170,818,527,318,3,4,1,8,6,2,0,2,0,1
5,개롱,4487,1600,1456,336,0,0,5,27,6,0,0,2,0,1
5,거여,4049,1581,859,500,0,1,4,45,6,0,0,5,0,1
5,마천,3874,1542,862,272,1,1,0,17,2,1,0,3,0,0
6,봉화산,2899,1115,1056,352,0,5,4,19,8,2,1,3,0,0
6,화랑대,1501,616,309,112,3,0,2,7,7,0,0,3,0,0
6,태릉입구,2263,1180,837,316,2,0,6,15,10,0,0,4,0,0
6,석계,2146,1016,595,526,1,2,4,31,16,0,0,6,0,1
6,돌곶이,3400,1462,933,369,2,0,5,21,5,0,0,7,0,0
6,상월곡,2285,1080,478,240,1,2,0,8,5,1,0,3,0,0
6,월곡,3312,1527,786,459,0,3,5,30,7,1,1,3,0,0
6,고려대,3494,888,642,236,11,2,1,3,9,1,0,11,0,0
6,안암,4566,1919,581,616,20,1,6,15,12,0,0,20,0,0
6,보문,2672,1358,704,403,1,0,4,22,2,0,0,2,0,0
6,창신,3002,1234,873,182,2,2,2,7,8,0,0,3,0,1
6,동묘앞,3713,1963,1606,1334,5,3,15,43,11,1,0,10,0,0
6,신당,2799,1374,766,1138,0,4,11,31,3,2,0,5,0,1
6,청구,3466,1527,829,733,1,1,5,23,4,0,0,6,0,1
6,약수,2645,1249,848,994,1,3,8,53,12,1,0,11,0,1
6,버티고개,3485,1402,1353,186,0,0,2,6,3,0,0,1,0,0
6,한강진,991,538,400,234,0,0,4,11,6,0,0,5,1,2
6,이태원,1281,703,432,647,0,2,14,10,5,2,0,6,0,0
6,녹사평,2273,1052,789,565,1,3,8,1,9,0,0,4,0,0
6,삼각지,2051,1089,879,826,1,6,15,15,11,1,0,6,0,1
6,효창공원,2888,1265,772,311,1,0,1,13,3,0,0,5,0,0
6,공덕,3283,1730,1691,2117,4,10,85,99,17,2,0,14,0,0
6,대흥,2166,844,485,357,2,2,4,17,10,1,0,3,0,0
6,광흥창,3154,1394,1144,363,0,3,7,22,10,2,0,5,0,1
6,상수,4351,2503,1576,646,1,1,3,8,8,0,0,9,1,0
6,합정,2647,1319,1080,1137,0,2,26,23,5,1,1,13,3,0
6,망원,3996,1888,1248,457,0,0,6,39,4,0,0,7,0,0
6,마포구청,2701,1194,1024,357,0,1,0,10,3,1,0,3,0,1
6,월드컵경기장,899,271,271,268,0,2,1,6,8,0,1,4,1,0
6,디지털미디어시티,1680,719,475,996,0,6,18,28,22,1,0,18,2,1
6,증산,3496,1435,1179,225,0,0,3,11,5,0,0,5,0,1
6,새절,2507,1081,689,169,1,1,2,10,6,0,0,3,0,0
6,응암,4565,1954,1641,447,1,1,2,22,8,0,1,5,0,0
6,역촌,3659,1545,1139,315,0,1,0,12,7,1,0,4,0,0
6,불광,1843,979,692,893,0,0,9,41,9,0,1,5,2,0
6,독바위,4697,1810,1517,156,2,1,0,11,4,1,0,3,0,2
6,연신내,2618,1379,953,1074,1,1,36,66,8,1,0,10,0,0
6,구산,4166,1778,1348,459,5,0,6,48,8,0,0,4,0,0
7,장암,14,8,6,48,0,0,0,0,8,0,0,1,0,0
7,도봉산,429,179,92,121,0,0,0,5,4,0,0,2,0,0
7,수락산,4302,1825,1609,506,0,4,3,42,8,1,0,8,0,1
7,마들,3575,1365,1339,373,0,0,7,56,6,0,0,4,0,0
7,노원,1553,640,474,1352,0,0,12,57,10,0,1,10,1,0
7,중계,3533,1373,1376,79,0,0,0,8,4,0,0,2,0,0
7,하계,3543,1218,1219,151,0,0,1,7,5,0,1,2,0,0
7,공릉,3448,1435,1044,635,2,2,7,45,8,1,0,9,0,0
7,태릉입구,2263,1180,837,316,2,0,6,15,10,0,0,4,0,0
7,먹골,2783,1251,638,359,0,2,2,18,5,0,0,5,0,0
7,중화,2892,1205,663,507,2,0,3,13,7,0,0,5,0,0
7,상봉,3333,1703,975,408,1,1,15,18,5,0,0,6,0,0
7,면목,3787,1903,878,576,0,0,8,32,5,0,0,5,0,0
7,사가정,4372,2111,839,913,1,1,9,56,7,0,0,8,0,0
7,용마산,5372,2185,1868,95,2,0,0,6,3,0,0,3,0,0
7,중곡,3193,1323,660,213,1,0,1,18,7,0,0,7,0,1
7,군자,2974,1648,653,689,0,2,17,41,7,0,0,8,2,0
7,어린이대공원,3253,1585,663,398,11,4,1,4,9,3,0,13,2,1
7,건대입구,3154,2043,690,989,0,1,7,50,7,0,0,14,0,0
7,뚝섬유원지,2729,1014,847,98,0,2,0,0,2,2,0,5,0,1
7,청담,2824,1035,994,362,0,0,5,23,6,0,0,5,0,0
7,강남구청,3019,1387,912,1402,0,1,32,71,5,0,0,18,0,0
7,학동,2190,1115,664,1685,0,4,37,42,7,1,0,12,0,2
7,논현,2765,1572,873,1597,0,1,43,114,14,0,0,14,1,2
7,반포,4345,1397,1405,182,1,0,16,30,3,0,0,3,0,0
7,고속터미널,0,0,3,1901,0,2,4,3,11,1,1,12,1,0
7,내방,2563,1044,716,662,0,1,16,32,7,0,0,7,0,0
7,총신대입구,2800,1278,868,681,0,0,37,67,7,0,0,9,2,1
7,남성,2790,1141,753,285,0,1,1,21,4,0,0,3,0,1
7,숭실대입구,3839,1591,635,414,9,3,4,13,8,2,0,7,0,0
7,상도,3607,1821,977,371,1,0,2,23,11,0,0,8,0,1
7,장승배기,3327,1728,983,650,2,3,7,51,14,1,0,5,0,0
7,신대방삼거리,3676,1808,1221,847,1,4,8,64,14,2,0,7,0,0
7,보라매,2682,1275,656,409,2,1,3,18,6,0,0,5,0,0
7,신풍,4121,1672,1034,316,2,2,2,13,9,0,0,3,0,0
7,대림,2604,1193,836,283,1,0,5,7,5,0,0,4,0,0
7,남구로,5760,2403,2507,369,0,0,6,18,5,0,0,4,0,0
7,가산디지털단지,900,597,504,6646,0,4,66,51,33,1,0,31,0,0
7,철산,1753,704,600,1257,3,8,42,61,7,2,1,12,2,0
7,광명사거리,3503,1577,1155,1307,0,2,22,66,6,1,0,11,0,0
7,천왕,4003,1620,1451,215,2,1,1,14,11,0,0,4,0,0
7,온수,2339,1012,964,179,0,0,2,4,10,0,0,6,0,0
7,까치울,1495,504,235,132,2,0,0,2,22,0,0,2,0,4
7,부천종합운동장,1592,598,551,1268,5,1,4,8,29,1,0,5,0,5
7,춘의,1556,667,466,1286,0,2,6,7,11,0,0,4,0,0
7,신중동,2177,885,724,1167,1,0,44,78,19,0,2,9,1,0
7,부천시청,2593,1227,1250,1394,3,6,25,102,20,0,2,14,0,0
7,상동,2100,887,844,3154,0,4,45,140,29,0,3,24,0,0
7,삼산체육관,1869,502,413,959,4,0,22,60,34,0,0,12,0,0
7,굴포천,3138,1326,860,277,0,0,2,4,9,0,1,1,0,0
7,부평구청,2513,926,714,271,0,2,2,5,19,1,0,4,0,0
8,암사,3058,1458,1127,733,1,2,7,57,7,0,0,9,0,0
8,천호,2054,1027,494,1341,0,1,29,89,10,0,2,10,0,0
8,강동구청,2439,983,699,811,4,2,14,17,9,0,0,8,0,0
8,몽촌토성,3495,1133,1054,467,8,1,7,10,16,0,0,9,0,3
8,잠실,2607,909,924,977,0,2,14,17,15,0,5,13,1,0
8,석촌,3626,1736,1395,665,1,3,22,50,8,1,0,6,0,0
8,송파,1663,707,440,551,2,2,5,29,7,1,0,6,0,0
8,가락시장,2243,1026,870,4495,0,2,43,57,11,1,1,8,0,0
8,문정,1048,451,330,1980,0,2,16,6,14,1,2,11,2,0
8,장지,1469,631,590,2042,2,2,18,29,19,1,2,11,2,0
8,복정,329,35,9,49,0,1,0,0,15,1,0,1,0,0
8,산성,2789,1183,597,159,7,1,1,6,45,1,0,2,0,0
8,남한산성입구,3717,1469,715,426,2,2,6,18,5,0,0,3,0,0
8,단대오거리,2629,1312,724,1000,0,1,9,47,13,0,1,4,1,1
8,신흥,2485,1420,568,997,0,1,8,31,5,0,0,8,0,0
8,수진,2345,1169,611,597,0,3,8,17,9,1,0,8,0,0
8,모란,4039,1960,978,851,4,3,33,30,7,1,0,13,0,0
9,종합운동장,0,0,1,245,2,2,4,1,4,1,0,10,1,0
9,신논현,2205,1371,547,1342,0,2,15,72,11,0,0,11,0,0
9,사평,4038,1293,1304,20,4,1,0,2,5,0,0,1,0,0
9,고속터미널,0,0,3,1901,0,2,4,3,11,1,1,12,1,0
9,신반포,3350,1043,1037,170,4,2,1,9,6,0,0,3,0,0
9,구반포,2961,951,949,613,6,2,6,22,6,0,0,2,0,0
9,동작,1353,424,419,13,0,0,0,0,6,0,0,2,0,0
9,흑석,1370,798,372,347,2,1,2,19,10,0,0,4,0,0
9,노들,2472,1132,716,1411,1,4,3,9,18,2,0,7,0,0
9,노량진,1758,1150,699,1590,0,3,9,15,13,2,0,7,0,0
9,샛강,931,382,401,3903,0,5,441,94,23,0,0,20,0,0
9,여의도,1346,550,582,4128,1,4,479,106,23,0,0,22,1,1
9,국회의사당,845,554,558,2714,0,9,112,34,17,1,0,23,1,0
9,당산,1809,1188,716,518,0,2,36,12,3,1,0,6,0,0
9,선유도,2616,1147,874,1213,4,2,21,23,14,0,0,12,0,2
9,신목동,1056,439,325,35,1,1,0,1,8,1,0,2,0,0
9,염창,2926,1158,949,336,0,1,4,17,7,0,0,5,0,1
9,등촌,3026,1647,1267,566,3,1,8,29,9,0,0,6,0,0
9,증미,1467,756,453,627,2,5,2,21,8,2,1,7,0,1
9,가양,2838,1312,1057,386,5,0,3,27,13,0,1,4,0,0
9,양천향교,2420,1135,963,1135,3,3,28,16,22,0,0,10,0,1
9,마곡나루,561,396,390,95,0,1,2,5,20,0,0,2,0,0
9,신방화,3026,1647,1267,566,3,1,8,29,9,0,0,6,0,0
9,공항시장,3274,1677,1013,546,2,2,5,29,8,1,0,9,0,0
9,김포공항,16,5,7,601,1,10,5,2,63,4,2,7,1,0
9,개화,0,0,1,355,0,1,0,0,29,1,2,6,1,0
